269.99	0.0051975	0.018769	0.011257
270.5	0.011993	0.0111	0.0069542
271	-0.00014477	0.015793	-0.001328
271.51	0.0070501	0.0029564	0.0080778
271.99	-0.0011509	0.00064895	0.010732
272.5	0.0035706	-0.0030356	-0.0010158
273	0.0013452	0.00076721	-0.0022184
273.49	-0.001947	-0.0050915	-0.0040954
274	-0.0064322	-0.0043296	-0.0069522
274.5	-0.006718	-0.010524	-0.0015587
275	-0.006962	-0.0030099	-0.012844
275.51	-0.0051807	-0.0031689	-0.00066188
276	-0.0029981	-0.003618	-0.0035577
276.49	-0.0034194	-0.0031429	-0.0056126
277	-0.0060054	-0.0021573	-0.0065449
277.5	-0.0022373	-0.0051161	-0.0013557
277.99	-0.002312	-0.0023378	-0.0010902
278.5	-0.0016291	0.0017413	-0.0053099
279	0.0014529	0.0018703	-0.0023838
279.5	0.0025367	0.0033635	0.0074346
280	0.006189	0.0071838	0.0022553
280.1	0.0057084	0.0067208	0.0069797
280.2	0.0052293	0.0060026	0.0060835
280.31	0.008332	0.0053061	0.0051365
280.39	0.0058265	0.0050627	0.0049269
280.5	0.0060651	0.0092828	0.0046794
280.6	0.0053505	0.0088278	0.0095386
280.7	0.0096338	0.012835	0.01462
280.8	0.0091518	0.0085762	0.0094562
280.9	0.0091518	0.012828	0.0092614
280.99	0.0071325	0.0080243	0.014622
281.1	0.0093926	0.0080924	0.009438
281.2	0.0119	0.012861	0.0094492
281.3	0.014416	0.0090891	0.010619
281.4	0.013123	0.0092762	0.011324
281.49	0.013615	0.014561	0.011361
281.6	0.013615	0.015055	0.01266
281.69	0.017148	0.012311	0.017852
281.8	0.018407	0.016919	0.015156
281.91	0.01736	0.014183	0.010647
282	0.01863	0.019239	0.022498
282.1	0.016003	0.021134	0.013482
282.2	0.020147	0.018959	0.019866
282.3	0.021975	0.017475	0.023107
282.4	0.024894	0.023799	0.019839
282.5	0.025177	0.026516	0.022773
282.6	0.026559	0.024479	0.019953
282.7	0.030175	0.027929	0.023909
282.8	0.035326	0.028106	0.022854
282.9	0.035807	0.028529	0.03341
283.01	0.039223	0.030198	0.02771
283.1	0.044346	0.037318	0.028643
283.19	0.051045	0.040714	0.030753
283.3	0.060609	0.051502	0.041649
283.4	0.082195	0.054297	0.047419
283.5	0.12115	0.071413	0.055739
283.61	0.21771	0.12113	0.081858
283.69	0.40728	0.19205	0.11882
283.8	0.73974	0.34295	0.19101
283.9	1.0736	0.50147	0.26659
284	1.2148	0.56006	0.29409
284.11	1.2142	0.57393	0.31124
284.21	1.266	0.6056	0.33007
284.29	1.5016	0.71513	0.38465
284.4	1.8654	0.88585	0.4653
284.49	1.9705	0.92594	0.49315
284.6	1.7262	0.82597	0.43916
284.71	1.3253	0.63289	0.3582
284.8	1.074	0.51874	0.29815
284.9	0.92929	0.46526	0.27563
285	0.89227	0.4437	0.25744
285.1	0.98416	0.48455	0.28468
285.2	1.1533	0.56229	0.32564
285.31	1.3348	0.65532	0.36448
285.39	1.4639	0.71351	0.38956
285.5	1.5524	0.77019	0.42262
285.59	1.615	0.7906	0.44982
285.7	1.6801	0.83175	0.48162
285.81	1.7577	0.89696	0.5315
285.9	1.8105	0.96783	0.59998
285.99	1.8367	1.0931	0.78308
286.09	1.8642	1.2532	0.98546
286.2	1.8215	1.3415	1.1132
286.3	1.7852	1.321	1.1122
286.41	1.8196	1.3328	1.0966
286.5	1.9371	1.3939	1.1506
286.6	2.098	1.505	1.2217
286.7	2.2647	1.6582	1.3522
286.8	2.3571	1.736	1.4629
286.91	2.3839	1.8172	1.5489
287.01	2.4009	1.8407	1.5819
287.1	2.3982	1.8295	1.6078
287.2	2.4404	1.8667	1.6013
287.29	2.5346	1.9116	1.6289
287.41	2.6506	1.9743	1.6482
287.51	2.6934	1.9991	1.6664
287.6	2.6681	1.9624	1.6533
287.69	2.5653	1.9305	1.6289
287.8	2.4186	1.8482	1.581
287.89	2.2721	1.7592	1.5424
288	2.1568	1.7148	1.5003
288.11	2.0634	1.671	1.4972
288.2	2.006	1.6543	1.4773
288.3	1.9836	1.6357	1.4776
288.4	1.9469	1.6297	1.4872
288.5	1.9356	1.6081	1.4977
288.6	1.9156	1.607	1.4889
288.71	1.8906	1.6183	1.4972
288.8	1.8973	1.6504	1.5186
288.9	1.9085	1.6717	1.5337
288.99	1.9081	1.6958	1.5668
289.1	1.9136	1.7071	1.5894
289.21	1.8866	1.7106	1.5922
289.31	1.8391	1.7044	1.6118
289.39	1.8005	1.704	1.6297
289.5	1.7674	1.6981	1.6544
289.59	1.7526	1.7116	1.6616
289.7	1.7383	1.6964	1.6729
289.81	1.7202	1.6984	1.6637
289.9	1.6975	1.7003	1.6359
290	1.7106	1.6804	1.6579
290.1	1.6894	1.6908	1.6571
290.2	1.7044	1.6805	1.6612
290.3	1.7	1.6988	1.6746
290.41	1.7167	1.7173	1.6586
290.5	1.7467	1.7092	1.6791
290.6	1.7536	1.738	1.7215
290.69	1.7709	1.757	1.722
290.8	1.7732	1.7615	1.7405
290.9	1.7858	1.7723	1.7453
291	1.793	1.7786	1.7502
291.1	1.8015	1.7952	1.7552
291.19	1.8042	1.7806	1.7517
291.3	1.8037	1.7713	1.769
291.4	1.7928	1.7911	1.749
291.5	1.7864	1.7829	1.7616
291.61	1.782	1.7777	1.741
291.7	1.7718	1.7754	1.7338
291.8	1.7578	1.7608	1.7268
291.89	1.7626	1.7358	1.7205
292	1.7241	1.7338	1.7105
292.1	1.7092	1.7319	1.7074
292.2	1.6861	1.7301	1.7051
292.3	1.688	1.714	1.6994
292.4	1.6634	1.7116	1.6953
292.5	1.6357	1.6753	1.7063
292.6	1.6397	1.6825	1.6714
292.7	1.6246	1.6712	1.656
292.8	1.617	1.6687	1.6483
292.89	1.59	1.6489	1.6541
292.99	1.5744	1.6522	1.6357
293.09	1.5629	1.6371	1.6324
293.2	1.5415	1.6221	1.6142
293.31	1.5296	1.6051	1.6209
293.4	1.5174	1.6007	1.6107
293.5	1.5107	1.5882	1.6136
293.6	1.4822	1.5846	1.5971
293.7	1.4774	1.5643	1.5954
293.8	1.4674	1.5498	1.5921
293.91	1.4601	1.5646	1.5936
294	1.439	1.5493	1.5908
294.09	1.4293	1.5382	1.5765
294.19	1.418	1.5483	1.5834
294.31	1.4045	1.5445	1.567
294.39	1.4073	1.5363	1.5648
294.5	1.3973	1.5365	1.5682
294.6	1.3825	1.5422	1.5754
294.69	1.3733	1.523	1.5766
294.79	1.3687	1.5268	1.561
294.89	1.3553	1.5226	1.5694
295	1.3528	1.5194	1.5748
295.1	1.3421	1.5271	1.572
295.2	1.3378	1.506	1.5587
295.29	1.3352	1.5202	1.568
295.4	1.3333	1.5125	1.563
295.5	1.3246	1.5041	1.5646
295.61	1.3197	1.5127	1.5723
295.7	1.3184	1.5088	1.5773
295.8	1.3074	1.5006	1.5808
295.9	1.3014	1.5003	1.5737
295.99	1.3	1.4957	1.5733
296.1	1.2945	1.4967	1.5715
296.2	1.2868	1.4969	1.568
296.3	1.2898	1.5005	1.5759
296.39	1.2844	1.4942	1.5692
296.5	1.2879	1.5027	1.5739
296.6	1.2834	1.4992	1.5692
296.7	1.2791	1.4911	1.5735
296.8	1.2724	1.5003	1.5637
296.9	1.272	1.4956	1.5745
297	1.2702	1.495	1.5725
297.25	1.2641	1.4915	1.5815
297.5	1.2564	1.4969	1.573
297.75	1.2501	1.4878	1.5778
298.01	1.2447	1.4909	1.5713
298.25	1.2458	1.4883	1.5709
298.5	1.2403	1.489	1.5679
298.76	1.2348	1.491	1.5714
299	1.2292	1.4786	1.5735
299.26	1.2249	1.4786	1.5768
299.49	1.2234	1.4806	1.5768
299.75	1.2215	1.4781	1.5707
300.01	1.2184	1.4781	1.5744
300.24	1.2168	1.4771	1.5759
300.51	1.2161	1.4782	1.571
300.75	1.2169	1.484	1.5776
301	1.2135	1.481	1.5806
301.25	1.2133	1.4786	1.5756
301.5	1.2124	1.4769	1.5821
301.76	1.2127	1.4818	1.5783
302	1.209	1.4714	1.5742
302.25	1.2049	1.4744	1.5733
302.51	1.2024	1.4659	1.5585
302.74	1.1992	1.4592	1.5531
303	1.1929	1.4523	1.545
303.24	1.1906	1.4416	1.5369
