Energy,DeltaPara,DeltaPerp,BetaPara,BetaPerp
10.2,-0.1030978226536842,-0.0847893716415718,0.2701909410535729,0.2701909410535729
10.3617,-0.1252429065727249,-0.1075117710880196,0.2761355210950511,0.2761355210950511
10.5261,-0.0840584803825904,-0.0668867166207737,0.2822061249420568,0.2822061249420568
10.6931,-0.0662336424857759,-0.0496033917944464,0.2884138058471093,0.2884138058471093
10.8628,-0.0576331040720484,-0.0415272644591765,0.2947568536143076,0.2947568536143076
11.0353,-0.053975113157452,-0.03837728484662,0.3016325259366245,0.3016325259366245
11.2106,-0.0526317377608942,-0.0375258997593717,0.3098148819048151,0.3098148819048151
11.3886,-0.0521371551801305,-0.0375074107740083,0.3182275732287161,0.3182275732287161
11.5696,-0.0521437227638595,-0.0379753485795244,0.326860721659749,0.326860721659749
11.7535,-0.0522650121677656,-0.0385433687947787,0.335731408695151,0.335731408695151
11.9404,-0.0521366994354554,-0.0388477360848284,0.3448391081119194,0.3448391081119194
12.130300000000002,-0.0510917721630732,-0.0382217718665517,0.3541977733143978,0.3541977733143978
12.3232,-0.0496242495743825,-0.0371598337566131,0.3621950480060134,0.3621950480060134
12.5193,-0.0483145417649392,-0.0362430644726423,0.3702804612707293,0.3702804612707293
12.7186,-0.0466485762452603,-0.0349576794052106,0.3785434528633456,0.3785434528633456
12.921,-0.0443354174450088,-0.0330128587808378,0.3870006155920101,0.3870006155920101
13.1268,-0.0410884726252329,-0.0301228402999204,0.3956369338578032,0.3956369338578032
13.3359,-0.0364721253446062,-0.0258520974190427,0.4044688846528287,0.4044688846528287
13.5483,-0.0287884181172356,-0.018502952651531,0.4135035611098092,0.4135035611098092
13.7642,-0.0201143958037605,-0.0101530263451076,0.4172071087694771,0.4172071087694771
13.9836,-0.0131797126402439,-0.0035322150996624,0.4199853763001853,0.4199853763001853
14.2066,-0.0068532192218448,0.0024902509099667,0.4227782947296913,0.4227782947296913
14.4331,-0.0003892825308163,0.008659900897664,0.4255970224403279,0.4255970224403279
14.6633,0.0070807973974192,0.0158449409785252,0.4284335648122646,0.4284335648122646
14.8973,0.0158331979556192,0.0243212145559615,0.4295784543364574,0.4295784543364574
15.135,0.0235840013490345,0.0318047079492548,0.4272589940475642,0.4272589940475642
15.3765,0.0292882097271855,0.0372500939419714,0.4249538157611968,0.4249538157611968
15.622,0.0339292233057871,0.0416403622394152,0.4226559484157059,0.4226559484157059
15.8714,0.0376308715130223,0.0450992526360583,0.4203735550193405,0.4203735550193405
16.099999999999998,0.0402095952790754,0.0474654242468117,0.4183271630199524,0.4183271630199524
16.1249,0.0405025297178612,0.0477357578821182,0.4181008899162567,0.4181008899162567
16.3,0.0415178876719583,0.0485951340872613,0.4156997615625484,0.4156997615625484
16.3825,0.0417597880825426,0.04876529092236,0.4145704427417733,0.4145704427417733
16.644199999999998,0.0338837491000062,0.0406687741577722,0.40713310303936,0.40713310303936
16.9102,0.0015076898617765,0.0080791458356551,0.4102960382603657,0.4102960382603657
17.1805,0.0212056005466178,0.0275702349331614,0.5041663900588956,0.5041663900588956
17.455099999999998,0.0806461108610103,0.086810507370763,0.4903543953029683,0.4903543953029683
17.734199999999998,0.1086389927911575,0.1146094338764943,0.4770773578246614,0.4770773578246614
18.0178,0.1296045503250581,0.1353871709042574,0.4637351464481505,0.4637351464481505
