Energy,DeltaPara,DeltaPerp,BetaPara,BetaPerp
2.798480000000000132e+02,-1.562573410372202246e-04,5.236465253260761581e-04,2.369116654091696546e-04,3.322819726742828455e-05
2.798980000000000246e+02,-1.697575012233888648e-04,5.189360697088552313e-04,2.404017368619993733e-04,3.211868557045582614e-05
2.799479999999999791e+02,-1.811689442529240853e-04,5.127484244348171983e-04,2.458149392358684572e-04,2.999013149279325282e-05
2.799979999999999905e+02,-1.903005374738322769e-04,5.054176472188755828e-04,2.513463096590210291e-04,2.847299305138488188e-05
2.800480000000000018e+02,-1.971201096142867872e-04,4.976321364331356446e-04,2.555296235177296343e-04,2.766917387638627988e-05
2.800980000000000132e+02,-2.049840045079664975e-04,4.902981112265690933e-04,2.544890849265848574e-04,2.808819210109278727e-05
2.801480000000000246e+02,-2.173650648169393762e-04,4.841609229353563133e-04,2.532141902597378471e-04,2.840530059464868663e-05
2.801979999999999791e+02,-2.313197698602602705e-04,4.782844793747485996e-04,2.565309749877507303e-04,2.719384860041048710e-05
2.802479999999999905e+02,-2.437249138516757419e-04,4.714929101558872938e-04,2.615522862807037521e-04,2.526906512901844505e-05
2.802980000000000018e+02,-2.544261013676139892e-04,4.638434995966535137e-04,2.670482285421388086e-04,2.364998644267994076e-05
2.803480000000000132e+02,-2.635799921194058402e-04,4.558471444058287674e-04,2.719710764597503983e-04,2.243851617152735242e-05
2.803980000000000246e+02,-2.720740074454479828e-04,4.474477267848588177e-04,2.753075693695576035e-04,2.122703981675921238e-05
2.804479999999999791e+02,-2.804762689909365563e-04,4.383832201581466304e-04,2.776790556435714246e-04,2.052507551164314958e-05
2.804979999999999905e+02,-2.895775902631354706e-04,4.294662895719252331e-04,2.781805920840670467e-04,2.124975589258640420e-05
2.805480000000000018e+02,-3.000310557779377980e-04,4.214041476311610997e-04,2.783975525125855941e-04,2.217823745448793357e-05
2.805980000000000132e+02,-3.114323769581932256e-04,4.135994615705656857e-04,2.786184552685158199e-04,2.259719482117408983e-05
2.806480000000000246e+02,-3.236626112678425552e-04,4.056243696205107845e-04,2.789033673079069050e-04,2.311804975168268414e-05
2.806979999999999791e+02,-3.365831126988860843e-04,3.977973056954682064e-04,2.795083117302794829e-04,2.404651312768962707e-05
2.807479999999999905e+02,-3.500641640344810679e-04,3.904093382587248856e-04,2.803358028135213278e-04,2.507687407615236087e-05
2.807980000000000018e+02,-3.642070561076038242e-04,3.835620482814095216e-04,2.813838711466609514e-04,2.600532534981083945e-05
2.808480000000000132e+02,-3.795148808024306785e-04,3.776337357593635312e-04,2.828051458841786660e-04,2.652615607561423805e-05
2.808980000000000246e+02,-3.947280743307930999e-04,3.711797075139903384e-04,2.869136819841510864e-04,2.439748649057861974e-05
2.809479999999999791e+02,-4.078296242861817922e-04,3.623462648356696059e-04,2.916445546558749146e-04,2.206500361786132363e-05
2.809979999999999905e+02,-4.201444869676302903e-04,3.527104793158563224e-04,2.940357735473361571e-04,2.217820173219278940e-05
2.810480000000000018e+02,-4.337351302269589165e-04,3.441103347962545865e-04,2.955240221400805387e-04,2.300471919950509763e-05
2.810980000000000132e+02,-4.478047727420278608e-04,3.358202331338739884e-04,2.982392156995903524e-04,2.291409801151213582e-05
2.811480000000000246e+02,-4.609767761913372095e-04,3.268842021981805041e-04,3.008470799801603269e-04,2.282347080457150125e-05
2.811979999999999791e+02,-4.746154488911476775e-04,3.179720634267806166e-04,3.012324702749346814e-04,2.375187384082203229e-05
2.812479999999999905e+02,-4.903580078761229141e-04,3.098234111828403583e-04,3.014701584120383412e-04,2.468027086668142427e-05
2.812980000000000018e+02,-5.065142594623951548e-04,3.015930308655468371e-04,3.039923638581933031e-04,2.448772200277894861e-05
2.813480000000000132e+02,-5.213857706089942284e-04,2.923510743094076330e-04,3.063343719018631040e-04,2.429516713702813211e-05
2.813980000000000246e+02,-5.368636189604253936e-04,2.830230613878180371e-04,3.061959134393529565e-04,2.552925703469563373e-05
2.814479999999999791e+02,-5.546120661013036928e-04,2.745176326987652338e-04,3.061293418544903900e-04,2.686524456482745988e-05
2.814979999999999905e+02,-5.732549333485469252e-04,2.662946609829667469e-04,3.079268188589510567e-04,2.758980435118074995e-05
2.815480000000000018e+02,-5.919554282615673967e-04,2.580829318559368967e-04,3.100325117533825792e-04,2.821245452693829745e-05
2.815980000000000132e+02,-6.105479195032647828e-04,2.497910041206530046e-04,3.130717077267988215e-04,2.832558059320675875e-05
2.816480000000000246e+02,-6.283168145604316581e-04,2.411875808160445314e-04,3.161187847925141757e-04,2.823489343159009743e-05
2.816979999999999791e+02,-6.464326083473549743e-04,2.320783894989276140e-04,3.173412083601513537e-04,2.783848942054587599e-05
2.817479999999999905e+02,-6.660895936653961650e-04,2.222347842273949647e-04,3.185419718880248504e-04,2.764588669324115344e-05
2.817980000000000018e+02,-6.862229523682789696e-04,2.121502182802288325e-04,3.208928734175450792e-04,2.837041063441349747e-05
2.818480000000000132e+02,-7.058303061042800084e-04,2.023009625389420084e-04,3.230527457733721984e-04,2.950254311936455901e-05
2.818980000000000246e+02,-7.264787730787358126e-04,1.929976217396395992e-04,3.230049146725317254e-04,3.114418777810667473e-05
2.819479999999999791e+02,-7.498157927120861072e-04,1.846464801662513579e-04,3.230624503689075232e-04,3.258201923436415643e-05
2.819979999999999905e+02,-7.747474909783985631e-04,1.765604266315834176e-04,3.252577824084030059e-04,3.259319398292648073e-05
2.820480000000000018e+02,-8.005159366801669306e-04,1.680984951290525199e-04,3.287480039603884584e-04,3.189103740851025292e-05
2.820980000000000132e+02,-8.249760670298644577e-04,1.583173428895061450e-04,3.359180686881658778e-04,2.966032050904328357e-05
2.821480000000000246e+02,-8.457921113534018097e-04,1.461504709374952468e-04,3.423643792345534864e-04,2.793911580444888683e-05
2.821979999999999791e+02,-8.666497071180807128e-04,1.335636151242999207e-04,3.433495235055090793e-04,2.937691756936663948e-05
2.822479999999999905e+02,-8.908228798419054852e-04,1.224341688498998149e-04,3.432800529660615021e-04,3.152803878913797863e-05
2.822980000000000018e+02,-9.172129241194684887e-04,1.121797921419354858e-04,3.440328138924375785e-04,3.316963595852807445e-05
2.823480000000000132e+02,-9.452361387557112540e-04,1.023201676715674088e-04,3.450337237111415398e-04,3.440361270751863491e-05
2.823980000000000246e+02,-9.747095232994743182e-04,9.209528042808078616e-05,3.472359761226538892e-04,3.451664365979837269e-05
2.824479999999999791e+02,-1.004338278482821891e-03,8.130588988718211261e-05,3.509133189028664683e-04,3.503728320634204822e-05
2.824979999999999905e+02,-1.033776378496072514e-03,7.025870041213359634e-05,3.540835424171816367e-04,3.535410959661716229e-05
2.825480000000000018e+02,-1.064217114801789934e-03,5.891690287597533507e-05,3.561784723175398060e-04,3.597664096373233541e-05
2.825980000000000132e+02,-1.096268091735882197e-03,4.751633536398033040e-05,3.581069906136983465e-04,3.670107006029138297e-05
2.826480000000000246e+02,-1.129831080693076114e-03,3.603159980127848360e-05,3.600404358407492352e-04,3.742549326468110971e-05
2.826979999999999791e+02,-1.164930504520601080e-03,2.442694935407276093e-05,3.619788079962794718e-04,3.814991058106836208e-05
2.827479999999999905e+02,-1.201679096919833689e-03,1.271712332851338042e-05,3.639240764863567522e-04,3.887432201361773682e-05
2.827980000000000018e+02,-1.240242391886806766e-03,8.330513226082552490e-07,3.658742719000962701e-04,3.949682394070509501e-05
2.828480000000000132e+02,-1.280866648998043754e-03,-1.120556359422485653e-05,3.678293942350921268e-04,4.022122361805870140e-05
2.828980000000000246e+02,-1.324059190520836997e-03,-2.325491250940852088e-05,3.697904281931801269e-04,4.094561742404617715e-05
2.829479999999999791e+02,-1.370551655105780187e-03,-3.516544167160786272e-05,3.723964468227680658e-04,4.156810173703164008e-05
2.829979999999999905e+02,-1.419494639126301673e-03,-4.714367789112448604e-05,3.778128147420076860e-04,4.147725480644568743e-05
2.830480000000000018e+02,-1.469257449535966899e-03,-5.971960067822480007e-05,3.850853535413516476e-04,4.077498026221647775e-05
2.830980000000000132e+02,-1.519897219526873114e-03,-7.310251762809311788e-05,3.926621693384779212e-04,3.986889261162733121e-05
2.831480000000000246e+02,-1.572177343829715473e-03,-8.713134921414650833e-05,4.002813308035302916e-04,3.906470273616951194e-05
2.831979999999999791e+02,-1.626603152889084325e-03,-1.017347888675235493e-04,4.079329908917442098e-04,3.815860338840381283e-05
2.832479999999999905e+02,-1.683576210500060955e-03,-1.169975444720068190e-04,4.156220731219113437e-04,3.725249819824329493e-05
2.832980000000000018e+02,-1.743497959080405691e-03,-1.329471946283772570e-04,4.233515316043705290e-04,3.634638716981208710e-05
2.833480000000000132e+02,-1.806824590921141940e-03,-1.496823021982919110e-04,4.311174275197767543e-04,3.544027030723210240e-05
2.833980000000000246e+02,-1.874148049879472908e-03,-1.674916904098925317e-04,4.389227149784643016e-04,3.453414761461868766e-05
2.834479999999999791e+02,-1.946328870822326348e-03,-1.868230343454175115e-04,4.469141149095990045e-04,3.413753722501461845e-05
2.834979999999999905e+02,-2.023907978081848288e-03,-2.062906979101201900e-04,4.561039032680231156e-04,3.618660803246207555e-05
2.835480000000000018e+02,-2.106363334657259355e-03,-2.251715806453803584e-04,4.672443940895968533e-04,3.782805851906203030e-05
2.835980000000000132e+02,-2.193858078961588055e-03,-2.443710718324474968e-04,4.788240663657926171e-04,3.946950319206008617e-05
2.836480000000000246e+02,-2.287824616590950107e-03,-2.640458598951284878e-04,4.905435700057090512e-04,4.100903842977021664e-05
2.836979999999999791e+02,-2.389777845460384475e-03,-2.843974608116158972e-04,5.024009355985320936e-04,4.254856786207212319e-05
2.837479999999999905e+02,-2.501538588036148186e-03,-3.054728630229712211e-04,5.144030560715274949e-04,4.418999511884493133e-05
2.837980000000000018e+02,-2.625627418747417986e-03,-3.274837421669673631e-04,5.265459926053997920e-04,4.572951295260271160e-05
2.838480000000000132e+02,-2.765929154744807984e-03,-3.508472193097847934e-04,5.388297451977824967e-04,4.737092861900373675e-05
2.838980000000000246e+02,-2.932065805792704889e-03,-3.764509758214077979e-04,5.506221337251540658e-04,4.941995299948385463e-05
2.839479999999999791e+02,-3.140844048679860331e-03,-4.031451237100909350e-04,5.744515502121282655e-04,5.534130937484334770e-05
2.839979999999999905e+02,-3.372294384742726032e-03,-4.242572734661368208e-04,6.632064593082109914e-04,6.584832312965586921e-05
2.840480000000000018e+02,-3.586200730003618643e-03,-4.433994257341813353e-04,7.957777562494877362e-04,6.494212501960935945e-05
2.840980000000000132e+02,-3.781608647364036180e-03,-4.688072440054410822e-04,9.367653236583041443e-04,6.108071598899406378e-05
2.841480000000000246e+02,-3.974063764040071563e-03,-4.996391991571826801e-04,1.080698144782761463e-03,5.711739756388287879e-05
2.841979999999999791e+02,-4.173797701873921753e-03,-5.355296979585842405e-04,1.227363523504944884e-03,5.305216974833216396e-05
2.842479999999999905e+02,-4.390217814464060508e-03,-5.774633547975960984e-04,1.377051947573168381e-03,4.888503254639696416e-05
2.842980000000000018e+02,-4.635704695617600887e-03,-6.275177376804613825e-04,1.529999746002084094e-03,4.461598596213107066e-05
2.843480000000000132e+02,-4.931455629775908893e-03,-6.900650287461495723e-04,1.686137989492812218e-03,4.024502999958398533e-05
2.843980000000000246e+02,-5.333230042452015429e-03,-7.801442184312141733e-04,1.845496219170051320e-03,3.577216466278630431e-05
2.844479999999999791e+02,-5.954808106688722763e-03,-9.210699751876337158e-04,2.085363870714768315e-03,6.309322482683281060e-05
2.844979999999999905e+02,-6.631656981258392779e-03,-1.005964292630943816e-03,2.810346068696701997e-03,2.467660313299325603e-04
2.845480000000000018e+02,-7.045341936758981252e-03,-1.004190559034671927e-03,3.844417083434355058e-03,3.494916869537385276e-04
2.845980000000000132e+02,-7.169838960075472674e-03,-1.005778415685096077e-03,4.931307636843830500e-03,4.310519537694295408e-04
2.846480000000000246e+02,-7.086482863196297277e-03,-1.006620377796458785e-03,6.026696191146482112e-03,5.151098727250041660e-04
2.846979999999999791e+02,-6.824341593257056589e-03,-9.981590038188944015e-04,7.130179017602789396e-03,6.017296431084969690e-04
2.847479999999999905e+02,-6.381869410543263531e-03,-9.766016688400661321e-04,8.241864433676077475e-03,6.909316456490952659e-04
2.847980000000000018e+02,-5.738869628123813987e-03,-9.368353341777560083e-04,9.361742592322136805e-03,7.826588143205388294e-04
2.848480000000000132e+02,-4.851511010900694601e-03,-8.660095219405231862e-04,1.048970517607164532e-02,8.770711378192039579e-04
2.848980000000000246e+02,-3.564184069825833238e-03,-7.339478035611852417e-04,1.164830191198624153e-02,9.581330615955102777e-04
2.849479999999999791e+02,-1.576278427665970963e-03,-5.705975322603833904e-04,1.259902758644557141e-02,9.206606821533730792e-04
2.849979999999999905e+02,6.152365958072097919e-04,-5.353051299033563266e-04,1.227081939918896539e-02,7.382344654758787005e-04
2.850480000000000018e+02,2.225765910373058397e-03,-5.988285057910856975e-04,1.131131732790147289e-02,7.163003394972931349e-04
2.850980000000000132e+02,3.306706462996519998e-03,-6.255839356346069857e-04,1.030986685934653577e-02,7.339934707858600076e-04
2.851480000000000246e+02,4.088458537260209087e-03,-6.302562580321460425e-04,9.330079887330882185e-03,7.509712329332210142e-04
2.851979999999999791e+02,4.661949899438054719e-03,-6.272491198172015954e-04,8.370863390147349412e-03,7.672835587199847802e-04
2.852479999999999905e+02,5.066784224398232159e-03,-6.194964612718273540e-04,7.432650637658994898e-03,7.829243339325932206e-04
2.852980000000000018e+02,5.323119609091121578e-03,-6.078920863191534987e-04,6.514870501405613940e-03,7.979159773726882685e-04
2.853480000000000132e+02,5.436190745151295300e-03,-5.923852851891701996e-04,5.616715523907975585e-03,8.123063837483972607e-04
2.853980000000000246e+02,5.382190220691800142e-03,-5.724982917431233184e-04,4.736088285137366252e-03,8.261546571666132871e-04
2.854479999999999791e+02,5.096294427736272094e-03,-5.439876659606860190e-04,3.924764533952379564e-03,8.422682425217465751e-04
2.854979999999999905e+02,4.706758548160219595e-03,-4.870522062593068057e-04,3.451282963243310596e-03,8.599103766033218497e-04
2.855480000000000018e+02,4.416773505850724729e-03,-4.263499182337649233e-04,3.155954086643922817e-03,8.138056728818494337e-04
2.855980000000000132e+02,4.222403552392956470e-03,-3.973746088652965942e-04,2.888984695385597885e-03,7.537646236455338442e-04
2.856480000000000246e+02,4.067201151215026934e-03,-3.893819647011225382e-04,2.623088635015973814e-03,6.944297608874142611e-04
2.856979999999999791e+02,3.923926879050129886e-03,-3.951823118522743627e-04,2.358443152295630531e-03,6.358357318442289493e-04
2.857479999999999905e+02,3.779945077743092612e-03,-4.129829327454822489e-04,2.094910388628801624e-03,5.779295466345412639e-04
2.857980000000000018e+02,3.625898418620274091e-03,-4.427556648383830485e-04,1.832372179505011847e-03,5.206571963406509849e-04
2.858480000000000132e+02,3.452367061271090654e-03,-4.861574123472523997e-04,1.571074700981031896e-03,4.640961277220469108e-04
2.858980000000000246e+02,3.242098832811950160e-03,-5.508579367606471081e-04,1.310850553334415086e-03,4.082055793323505102e-04
2.859479999999999791e+02,2.969446141888235687e-03,-6.450764841842594874e-04,1.074121452074352492e-03,3.714647546755542058e-04
2.859979999999999905e+02,2.660608810487112823e-03,-7.252195593468355964e-04,9.399335452430437497e-04,4.013607433717869977e-04
2.860480000000000018e+02,2.392820069667963168e-03,-7.742461235471141895e-04,9.036912181568646212e-04,4.112265497666081561e-04
2.860980000000000132e+02,2.184722695486823567e-03,-8.236968575898726604e-04,8.806409770025409606e-04,4.142403507505754124e-04
2.861480000000000246e+02,2.007704274352400953e-03,-8.759210443596919093e-04,8.572756337378002007e-04,4.172959266120282451e-04
2.861979999999999791e+02,1.848198416509259706e-03,-9.306643573471898084e-04,8.336158671493294542e-04,4.203922583186236084e-04
2.862479999999999905e+02,1.699793312011304387e-03,-9.893161586163033185e-04,8.096203196568643908e-04,4.235324029830542713e-04
2.862980000000000018e+02,1.558015449555930727e-03,-1.054014792187124528e-03,7.852732359903330300e-04,4.267214557905215050e-04
2.863480000000000132e+02,1.419046396645352827e-03,-1.128519324610795628e-03,7.606031725703902647e-04,4.299522834911296523e-04
2.863980000000000246e+02,1.277761267160629427e-03,-1.223030030825929867e-03,7.355953588311916688e-04,4.332299812700772198e-04
2.864479999999999791e+02,1.145282123507893437e-03,-1.367396613863598731e-03,7.197000013476940756e-04,4.497103072201358081e-04
2.864979999999999905e+02,9.483327905597140192e-04,-1.473179266028375569e-03,6.371313078071301353e-04,6.105442467681109105e-04
2.865480000000000018e+02,7.295546160149665640e-04,-1.511196449948019405e-03,7.257675634582993248e-04,7.022878621340927470e-04
2.865980000000000132e+02,5.819043490736893918e-04,-1.552138141086542621e-03,8.156448779103822209e-04,7.953157972898477470e-04
2.866480000000000246e+02,4.625403475668707918e-04,-1.584786453637518312e-03,9.070534106767014172e-04,8.899283282564962117e-04
2.866979999999999791e+02,3.637399588096122400e-04,-1.608335488333583439e-03,9.999757653134653309e-04,9.861074520640124817e-04
2.867479999999999905e+02,2.824552162209391891e-04,-1.622299624220953796e-03,1.094368614831860197e-03,1.083808331121055395e-03
2.867980000000000018e+02,2.176929097385823608e-04,-1.625728807737294264e-03,1.190257561539915382e-03,1.183057460374033329e-03
2.868480000000000132e+02,1.704329289207737273e-04,-1.616362286579153948e-03,1.287779807559329267e-03,1.283996825545629609e-03
2.868980000000000246e+02,1.465397514970504889e-04,-1.587268516399066923e-03,1.386657666292455144e-03,1.386339058414841861e-03
2.869479999999999791e+02,1.533515527478341331e-04,-1.530217767264832347e-03,1.473594348169463041e-03,1.476323772716986189e-03
2.869979999999999905e+02,1.661783404207176637e-04,-1.470270879714583164e-03,1.513324312058469479e-03,1.517455883274429962e-03
2.870480000000000018e+02,1.621972526262646533e-04,-1.430656096376841822e-03,1.543164566250436812e-03,1.548353467476410806e-03
2.870980000000000132e+02,1.503068801561013022e-04,-1.401845689161512233e-03,1.573566105061497897e-03,1.579831896810157460e-03
2.871480000000000246e+02,1.362111288895478934e-04,-1.377671222099168501e-03,1.604309011209495948e-03,1.611663586515287884e-03
2.871979999999999791e+02,1.217477312881453939e-04,-1.356006081925105683e-03,1.635363743565039106e-03,1.643817965507931526e-03
2.872479999999999905e+02,1.080312337568227054e-04,-1.335504191934275492e-03,1.666779537337808106e-03,1.676345985604770633e-03
2.872980000000000018e+02,9.603861485779910596e-05,-1.314987633391990216e-03,1.698582651305281972e-03,1.709274821109931777e-03
2.873480000000000132e+02,8.691804301954484605e-05,-1.293122382933871309e-03,1.730714003210929303e-03,1.742543329851729741e-03
2.873980000000000246e+02,8.323002208705927404e-05,-1.267130270432248636e-03,1.763167028357626740e-03,1.776144718258969779e-03
2.874479999999999791e+02,8.980417449719730022e-05,-1.231899499183014644e-03,1.792104662560273015e-03,1.806108141717388755e-03
2.874979999999999905e+02,9.563795173243327984e-05,-1.198714803560109541e-03,1.798308761427854126e-03,1.812545409264904560e-03
2.875480000000000018e+02,9.002353058062786994e-05,-1.178566482772734148e-03,1.801420892169545247e-03,1.815782897462120404e-03
2.875980000000000132e+02,7.777783131121491838e-05,-1.166387916585368435e-03,1.804647908253306267e-03,1.819139267725947964e-03
2.876480000000000246e+02,6.078929256992252273e-05,-1.160150959671867781e-03,1.807868362820839797e-03,1.822488838921742550e-03
2.876979999999999791e+02,3.929249994614289097e-05,-1.159545867676674974e-03,1.811095385259779353e-03,1.825845198203424795e-03
2.877479999999999905e+02,1.289510048065146791e-05,-1.164917735557292498e-03,1.814322410873002661e-03,1.829201551999757886e-03
2.877980000000000018e+02,-1.949862906637216272e-05,-1.177344880707504411e-03,1.817549439658296649e-03,1.832557900314556046e-03
2.878480000000000132e+02,-6.028781792304742089e-05,-1.199259191366636558e-03,1.820779753960921274e-03,1.835917639939147958e-03
2.878980000000000246e+02,-1.169717699455099927e-04,-1.238374749775644768e-03,1.824144647677136731e-03,1.839416642378398055e-03
2.879479999999999791e+02,-1.998612562342320638e-04,-1.305318879033287539e-03,1.842221025882646726e-03,1.858140041039933700e-03
2.879979999999999905e+02,-2.794913335949287918e-04,-1.369559756781659051e-03,1.920075519225600486e-03,1.938725728662207262e-03
2.880480000000000018e+02,-3.267221692371112432e-04,-1.400905028369595334e-03,2.011778239670908644e-03,2.033642457394995145e-03
2.880980000000000132e+02,-3.524005915375439920e-04,-1.410545873068380640e-03,2.102558623638404404e-03,2.127604683374140649e-03
2.881480000000000246e+02,-3.641722219877671532e-04,-1.406363116776880801e-03,2.192508576854736418e-03,2.220707516654199173e-03
2.881979999999999791e+02,-3.642881607665634657e-04,-1.390657216985384742e-03,2.281562452368484251e-03,2.312883021488509709e-03
2.882479999999999905e+02,-3.536180984541481965e-04,-1.364301089293588638e-03,2.369693991397788489e-03,2.404104023580535317e-03
2.882980000000000018e+02,-3.320667236659341991e-04,-1.327170852434913584e-03,2.456936017415126475e-03,2.494404490809364050e-03
2.883480000000000132e+02,-2.983280356848684654e-04,-1.277891413905349847e-03,2.543324636240287470e-03,2.583821787841555483e-03
2.883980000000000246e+02,-2.474205846330994048e-04,-1.211285631641917469e-03,2.628925494820274003e-03,2.672423850431487977e-03
2.884479999999999791e+02,-1.688140827874189424e-04,-1.116435480194757912e-03,2.705490053981628694e-03,2.751674551529412812e-03
2.884979999999999905e+02,-8.659621374461069733e-05,-1.018249172425933491e-03,2.730203373430320577e-03,2.777266194647539863e-03
2.885480000000000018e+02,-2.524998035191719444e-05,-9.420452198472855287e-04,2.745365064904406547e-03,2.792973180639673168e-03
2.885980000000000132e+02,2.567713125863225744e-05,-8.769896820522290418e-04,2.760123030777739475e-03,2.808262356345100734e-03
2.886480000000000246e+02,7.202293454266479433e-05,-8.170252294233575682e-04,2.774802223446853726e-03,2.823470003732639431e-03
2.886979999999999791e+02,1.162329185868293715e-04,-7.596060715296036559e-04,2.789402642909576992e-03,2.838596122806072257e-03
2.887479999999999905e+02,1.599357257511408988e-04,-7.030326146892565539e-04,2.803927571511204576e-03,2.853644110356648531e-03
2.887980000000000018e+02,2.046573905066529362e-04,-6.457122573440793149e-04,2.818373726902109137e-03,2.868610569600612940e-03
2.888480000000000132e+02,2.524497308872460381e-04,-5.855090315506074035e-04,2.832737826732667236e-03,2.883492103754160731e-03
2.888980000000000246e+02,3.082344054216847257e-04,-5.173177668340885179e-04,2.846822930152988207e-03,2.898084905569467060e-03
2.889479999999999791e+02,3.783586676901490721e-04,-4.345586413027397897e-04,2.851661663895299972e-03,2.903108951528719263e-03
2.889979999999999905e+02,4.439980332856563764e-04,-3.567017946342178141e-04,2.819682309278349897e-03,2.870031226415564567e-03
2.890480000000000018e+02,4.889998882677740579e-04,-3.004529029149808359e-04,2.782529978179124671e-03,2.831600158773844422e-03
2.890980000000000132e+02,5.218260126070038479e-04,-2.570455849574424727e-04,2.745873284662084073e-03,2.793682000664974175e-03
2.891480000000000246e+02,5.462819183061939140e-04,-2.225325605498014849e-04,2.709216594258213786e-03,2.755763837176254151e-03
2.891979999999999791e+02,5.633383223665736810e-04,-1.959006396535277277e-04,2.672582883397679829e-03,2.717869445824068128e-03
2.892479999999999905e+02,5.732268424141685097e-04,-1.769019305168333513e-04,2.635952457993571887e-03,2.679978445886960561e-03
2.892980000000000018e+02,5.754975114440844669e-04,-1.659942927416855848e-04,2.599325318043659971e-03,2.642090837368703173e-03
2.893480000000000132e+02,5.687350078175749382e-04,-1.646349761157018675e-04,2.562727722325580312e-03,2.604233794573142594e-03
2.893980000000000246e+02,5.480922236048356259e-04,-1.778330221309657236e-04,2.526123565015048113e-03,2.566369952841260522e-03
2.894479999999999791e+02,5.042823853885191601e-04,-2.151922618618641245e-04,2.497879549790066062e-03,2.537157723580992820e-03
2.894979999999999905e+02,4.597243237811941895e-04,-2.535058105870410176e-04,2.516343342044645957e-03,2.556281775464607983e-03
2.895480000000000018e+02,4.365619743344927224e-04,-2.698515585350011697e-04,2.542776677032541639e-03,2.583653222111642004e-03
2.895980000000000132e+02,4.252216315241749006e-04,-2.741311609175775977e-04,2.569065591826041016e-03,2.610875204761015349e-03
2.896480000000000246e+02,4.207762698754041264e-04,-2.714378475573759231e-04,2.595298709804493616e-03,2.638039436679630832e-03
2.896979999999999791e+02,4.216611835265534247e-04,-2.633855481352085411e-04,2.621466183923352056e-03,2.665135727508614882e-03
2.897479999999999905e+02,4.271894374779776913e-04,-2.506800517097220946e-04,2.647571296527974523e-03,2.692167474039176920e-03
2.897980000000000018e+02,4.372213571095043554e-04,-2.334610276713786905e-04,2.673630459353515485e-03,2.719151660212617162e-03
2.898480000000000132e+02,4.521655010028617877e-04,-2.113010069742779550e-04,2.699614131270694321e-03,2.746057714944857755e-03
2.898980000000000246e+02,4.740564237491283321e-04,-1.820900315660639850e-04,2.725558418099488078e-03,2.772923002902424883e-03
2.899479999999999791e+02,5.064587510729603309e-04,-1.421349131942984507e-04,2.747455573586881760e-03,2.795600046519445495e-03
2.899979999999999905e+02,5.402184826827045394e-04,-1.009047059743777204e-04,2.750091917245348766e-03,2.798344735615701517e-03
2.900480000000000018e+02,5.657832480808322852e-04,-6.828089181416986545e-05,2.748057483540447196e-03,2.796255790748792928e-03
2.900980000000000132e+02,5.864728100605845745e-04,-4.082418804056277652e-05,2.745934429526724740e-03,2.794075127308951172e-03
2.901480000000000246e+02,6.046859481747339201e-04,-1.604855712086241279e-05,2.743821225625919444e-03,2.791904648925622873e-03
2.901979999999999791e+02,6.212639053750617507e-04,6.920053962216356463e-06,2.741717871835915379e-03,2.789744355602463526e-03
2.902479999999999905e+02,6.366458118940283807e-04,2.853942896108641113e-05,2.739607956417288055e-03,2.787577263405494315e-03
2.902980000000000018e+02,6.511230584958621051e-04,4.911433114216952317e-05,2.737514455800156652e-03,2.785427149851050013e-03
2.903480000000000132e+02,6.649386645148743424e-04,6.889934215496198858e-05,2.735424240592564289e-03,2.783280427792671902e-03
2.903980000000000246e+02,6.784087345956345662e-04,8.822455935638788278e-05,2.733334028444943473e-03,2.781133700446481935e-03
2.904479999999999791e+02,6.918933967225577566e-04,1.074655262008126068e-04,2.730836808269919685e-03,2.778565766162865991e-03
2.904979999999999905e+02,7.044805414394755610e-04,1.256810849156048940e-04,2.726616358733210520e-03,2.774214513147461696e-03
2.905480000000000018e+02,7.155376690067350234e-04,1.422193342812831435e-04,2.722441865114623525e-03,2.769910809880524617e-03
2.905980000000000132e+02,7.256345344436295006e-04,1.576724476966232132e-04,2.718378974361284825e-03,2.765722592116207600e-03
2.906480000000000246e+02,7.349125180941879941e-04,1.721891957918035066e-04,2.714335780742173614e-03,2.761554749807404365e-03
2.906979999999999791e+02,7.433791272900464086e-04,1.857797201912244581e-04,2.710318848950110052e-03,2.757414076532792822e-03
2.907479999999999905e+02,7.510099326145283204e-04,1.984210277954132724e-04,2.706318331940613109e-03,2.753290381933417002e-03
2.907980000000000018e+02,7.577163822382734434e-04,2.100236867134654345e-04,2.702334229711589406e-03,2.749183666012897272e-03
2.908480000000000132e+02,7.633220948233697314e-04,2.204072961776892998e-04,2.698382953998258033e-03,2.745110912712480505e-03
2.908980000000000246e+02,7.672629818337057010e-04,2.289901568963316893e-04,2.694448093061217481e-03,2.741055138098144953e-03
2.909479999999999791e+02,7.685511003807419346e-04,2.347518668126484629e-04,2.691530762874224433e-03,2.738052362368995855e-03
2.909979999999999905e+02,7.696689681287390049e-04,2.402634155438237973e-04,2.693714203677672649e-03,2.740328189211220251e-03
2.910480000000000018e+02,7.729568461274117239e-04,2.479485115762538575e-04,2.696705104989439647e-03,2.743439620544162356e-03
2.910980000000000132e+02,7.772917297267481528e-04,2.566467878981219309e-04,2.699653338814841409e-03,2.746506888402137133e-03
2.911480000000000246e+02,7.820965637539228042e-04,2.657628022980267415e-04,2.702588446278951419e-03,2.749560563876478347e-03
2.911979999999999791e+02,7.871434537676351428e-04,2.750623899761422161e-04,2.705497297989841853e-03,2.752587059820670468e-03
