Energy,DeltaPara,DeltaPerp,BetaPara,BetaPerp
2.125710000000000122e+01,1.249516524532564288e-01,1.249516524532564288e-01,3.516708306623729241e-01,3.516708306623729241e-01
2.160089999999999932e+01,1.281125786116455167e-01,1.281125786116455167e-01,3.431562400376411137e-01,3.431562400376411137e-01
2.195029999999999859e+01,1.306424861155065509e-01,1.306424861155065509e-01,3.340338922710995861e-01,3.340338922710995861e-01
2.230529999999999902e+01,1.322170177715115136e-01,1.322170177715115136e-01,3.252828645824922815e-01,3.252828645824922815e-01
2.266610000000000014e+01,1.333337457342798626e-01,1.333337457342798626e-01,3.172049084615967685e-01,3.172049084615967685e-01
2.303269999999999840e+01,1.343902512757086665e-01,1.343902512757086665e-01,3.096078633914352007e-01,3.096078633914352007e-01
2.340520000000000067e+01,1.354886502437159801e-01,1.354886502437159801e-01,3.022282386047448477e-01,3.022282386047448477e-01
2.340530000000000044e+01,1.354889399292827090e-01,1.354889399292827090e-01,3.022263081812978092e-01,3.022263081812978092e-01
2.378379999999999939e+01,1.368068206722456714e-01,1.368068206722456714e-01,2.950595348011553765e-01,2.950595348011553765e-01
2.416850000000000165e+01,1.382330447751868030e-01,1.382330447751868030e-01,2.874037382400188578e-01,2.874037382400188578e-01
2.455940000000000012e+01,1.391108098166586871e-01,1.391108098166586871e-01,2.792117267475532905e-01,2.792117267475532905e-01
2.495660000000000167e+01,1.393617470176673201e-01,1.393617470176673201e-01,2.713333919695853358e-01,2.713333919695853358e-01
2.536019999999999897e+01,1.392927792982498192e-01,1.392927792982498192e-01,2.636876391627134830e-01,2.636876391627134830e-01
2.536029999999999873e+01,1.392927296760441136e-01,1.392927296760441136e-01,2.636857908266835304e-01,2.636857908266835304e-01
2.577039999999999864e+01,1.389630621105403530e-01,1.389630621105403530e-01,2.562651444630090758e-01,2.562651444630090758e-01
2.577049999999999841e+01,1.389629554824760582e-01,1.389629554824760582e-01,2.562633788613876140e-01,2.562633788613876140e-01
2.618720000000000070e+01,1.384055629704711299e-01,1.384055629704711299e-01,2.490606771334813452e-01,2.490606771334813452e-01
2.618730000000000047e+01,1.384054054869659767e-01,1.384054054869659767e-01,2.490589904680227673e-01,2.490589904680227673e-01
2.661080000000000112e+01,1.375866951359580315e-01,1.375866951359580315e-01,2.420656703520868147e-01,2.420656703520868147e-01
2.661090000000000089e+01,1.375863308958264475e-01,1.375863308958264475e-01,2.420641188046658843e-01,2.420641188046658843e-01
2.704119999999999990e+01,1.366539370041230106e-01,1.366539370041230106e-01,2.355256430635425391e-01,2.355256430635425391e-01
2.704129999999999967e+01,1.366537361274200724e-01,1.366537361274200724e-01,2.355241576158805528e-01,2.355241576158805528e-01
2.747860000000000014e+01,1.357340494083591198e-01,1.357340494083591198e-01,2.291614261096980576e-01,2.291614261096980576e-01
2.792299999999999827e+01,1.347665187194218850e-01,1.347665187194218850e-01,2.229707210267066197e-01,2.229707210267066197e-01
2.792310000000000159e+01,1.347663036002921810e-01,1.347663036002921810e-01,2.229693591880519410e-01,2.229693591880519410e-01
2.837470000000000070e+01,1.337475092231262264e-01,1.337475092231262264e-01,2.169453652552402467e-01,2.169453652552402467e-01
2.883360000000000056e+01,1.326808180755446875e-01,1.326808180755446875e-01,2.110842456793297905e-01,2.110842456793297905e-01
2.883370000000000033e+01,1.326805886849347638e-01,1.326805886849347638e-01,2.110829970891214824e-01,2.110829970891214824e-01
2.930000000000000071e+01,1.315718976284309116e-01,1.315718976284309116e-01,2.053806216774826388e-01,2.053806216774826388e-01
2.977390000000000114e+01,1.304273502188093570e-01,1.304273502188093570e-01,1.998317231244184367e-01,1.998317231244184367e-01
3.025540000000000163e+01,1.292536093766802618e-01,1.292536093766802618e-01,1.944335778997794417e-01,1.944335778997794417e-01
3.025550000000000139e+01,1.292533702824036346e-01,1.292533702824036346e-01,1.944324819055217313e-01,1.944324819055217313e-01
3.074480000000000146e+01,1.280557307257420285e-01,1.280557307257420285e-01,1.891798157809824188e-01,1.891798157809824188e-01
3.074490000000000123e+01,1.280554908437165351e-01,1.280554908437165351e-01,1.891787663302220424e-01,1.891787663302220424e-01
3.124210000000000065e+01,1.268354117325263264e-01,1.268354117325263264e-01,1.840681572866384175e-01,1.840681572866384175e-01
3.174739999999999895e+01,1.255980409857543334e-01,1.255980409857543334e-01,1.791097410729501349e-01,1.791097410729501349e-01
3.174749999999999872e+01,1.255977850126019091e-01,1.255977850126019091e-01,1.791087887562679559e-01,1.791087887562679559e-01
3.226089999999999947e+01,1.243746491202132598e-01,1.243746491202132598e-01,1.743195836786451680e-01,1.743195836786451680e-01
3.278269999999999840e+01,1.231852614549078379e-01,1.231852614549078379e-01,1.696576988896585370e-01,1.696576988896585370e-01
3.331289999999999907e+01,1.220297554308984872e-01,1.220297554308984872e-01,1.651209682596550543e-01,1.651209682596550543e-01
3.331300000000000239e+01,1.220295471402217252e-01,1.220295471402217252e-01,1.651201316548897013e-01,1.651201316548897013e-01
3.385170000000000101e+01,1.209195424660351181e-01,1.209195424660351181e-01,1.607056382713623610e-01,1.607056382713623610e-01
3.385179999999999723e+01,1.209193472009579273e-01,1.209193472009579273e-01,1.607048370578438579e-01,1.607048370578438579e-01
3.439920000000000044e+01,1.198735765126901637e-01,1.198735765126901637e-01,1.564087083316150206e-01,1.564087083316150206e-01
3.439929999999999666e+01,1.198733982889792354e-01,1.198733982889792354e-01,1.564079409840738177e-01,1.564079409840738177e-01
3.495559999999999690e+01,1.189235933402973816e-01,1.189235933402973816e-01,1.522264224635309360e-01,1.522264224635309360e-01
3.495570000000000022e+01,1.189234391937164514e-01,1.189234391937164514e-01,1.522256875418314670e-01,1.522256875418314670e-01
3.552100000000000080e+01,1.181361137312366277e-01,1.181361137312366277e-01,1.481561159090415969e-01,1.481561159090415969e-01
3.552109999999999701e+01,1.181360012199435400e-01,1.181360012199435400e-01,1.481554120489387283e-01,1.481554120489387283e-01
3.609550000000000125e+01,1.178177596757838536e-01,1.178177596757838536e-01,1.441951307962772710e-01,1.441951307962772710e-01
3.609559999999999746e+01,1.178182326769697114e-01,1.178182326769697114e-01,1.441944566888042900e-01,1.441944566888042900e-01
3.667929999999999779e+01,1.175330982097445159e-01,1.175330982097445159e-01,1.392615033595895613e-01,1.392615033595895613e-01
3.667940000000000111e+01,1.175331152547863800e-01,1.175331152547863800e-01,1.392606788270977225e-01,1.392606788270977225e-01
3.727259999999999707e+01,1.166865737734662095e-01,1.166865737734662095e-01,1.342144163235388932e-01,1.342144163235388932e-01
3.727270000000000039e+01,1.166863883760264342e-01,1.166863883760264342e-01,1.342135867217302270e-01,1.342135867217302270e-01
3.787539999999999907e+01,1.154866069884078195e-01,1.154866069884078195e-01,1.293519839778246583e-01,1.293519839778246583e-01
3.787550000000000239e+01,1.154863858092398943e-01,1.154863858092398943e-01,1.293511973215583644e-01,1.293511973215583644e-01
3.848799999999999955e+01,1.140987888781940518e-01,1.140987888781940518e-01,1.246668363030819654e-01,1.246668363030819654e-01
3.848819999999999908e+01,1.140983067016810293e-01,1.140983067016810293e-01,1.246653446139653620e-01,1.246653446139653620e-01
3.911059999999999803e+01,1.125880354794374233e-01,1.125880354794374233e-01,1.201517323072736343e-01,1.201517323072736343e-01
3.911070000000000135e+01,1.125877871331482788e-01,1.125877871331482788e-01,1.201510229942301805e-01,1.201510229942301805e-01
3.974309999999999832e+01,1.109902622198058880e-01,1.109902622198058880e-01,1.157898243408327782e-01,1.157898243408327782e-01
3.974320000000000164e+01,1.109900088461789752e-01,1.109900088461789752e-01,1.157891485653206182e-01,1.157891485653206182e-01
4.038600000000000279e+01,1.093142072981359153e-01,1.093142072981359153e-01,1.115657073963736978e-01,1.115657073963736978e-01
4.038609999999999900e+01,1.093139380007452366e-01,1.093139380007452366e-01,1.115650666790444778e-01,1.115650666790444778e-01
4.103920000000000101e+01,1.075741948379535934e-01,1.075741948379535934e-01,1.074969810194465469e-01,1.074969810194465469e-01
4.103929999999999723e+01,1.075739225465472682e-01,1.075739225465472682e-01,1.074963735981927238e-01,1.074963735981927238e-01
4.170289999999999964e+01,1.057913008715148928e-01,1.057913008715148928e-01,1.035769543473503834e-01,1.035769543473503834e-01
4.170309999999999917e+01,1.057907546611352168e-01,1.057907546611352168e-01,1.035758024267711269e-01,1.035758024267711269e-01
4.237740000000000151e+01,1.039787790501686265e-01,1.039787790501686265e-01,9.980024712580980173e-02,9.980024712580980173e-02
4.237760000000000105e+01,1.039782353643627505e-01,1.039782353643627505e-01,9.979915508530040613e-02,9.979915508530040613e-02
4.306289999999999907e+01,1.021477821417436094e-01,1.021477821417436094e-01,9.616091805059390207e-02,9.616091805059390207e-02
4.306300000000000239e+01,1.021475123801608986e-01,1.021475123801608986e-01,9.616040033633084516e-02,9.616040033633084516e-02
4.375939999999999941e+01,1.003081956327713242e-01,1.003081956327713242e-01,9.265510536512271134e-02,9.265510536512271134e-02
4.375950000000000273e+01,1.003079296891969258e-01,1.003079296891969258e-01,9.265461451818890470e-02,9.265461451818890470e-02
4.446710000000000207e+01,9.846890622689952188e-02,9.846890622689952188e-02,8.927779503385166460e-02,8.927779503385166460e-02
4.446730000000000160e+01,9.846838508486158159e-02,9.846838508486158159e-02,8.927686429089598530e-02,8.927686429089598530e-02
4.518639999999999901e+01,9.663806623612157531e-02,9.663806623612157531e-02,8.602306612566618105e-02,8.602306612566618105e-02
4.518650000000000233e+01,9.663781138993023101e-02,9.663781138993023101e-02,8.602262487657502676e-02,8.602262487657502676e-02
4.591720000000000113e+01,9.482696037268373290e-02,9.482696037268373290e-02,8.288795774218420120e-02,8.288795774218420120e-02
4.591740000000000066e+01,9.482646978985656561e-02,9.482646978985656561e-02,8.288711966678273535e-02,8.288711966678273535e-02
4.665990000000000038e+01,9.304473704938329148e-02,9.304473704938329148e-02,7.986209727006172987e-02,7.986209727006172987e-02
4.665999999999999659e+01,9.304449919060076013e-02,9.304449919060076013e-02,7.986169967154761740e-02,7.986169967154761740e-02
4.741460000000000008e+01,9.130634351425313822e-02,9.130634351425313822e-02,7.694463848090234148e-02,7.694463848090234148e-02
4.741470000000000340e+01,9.130611630050536331e-02,9.130611630050536331e-02,7.694426152422943754e-02,7.694426152422943754e-02
4.818149999999999977e+01,8.966878413133511083e-02,8.966878413133511083e-02,7.413404635687712019e-02,7.413404635687712019e-02
4.818160000000000309e+01,8.966862664445866826e-02,8.966862664445866826e-02,7.413368898476006830e-02,7.413368898476006830e-02
4.896079999999999899e+01,8.814876102157701010e-02,8.814876102157701010e-02,7.128525477004822586e-02,7.128525477004822586e-02
4.896090000000000231e+01,8.814866949746258395e-02,8.814866949746258395e-02,7.128489842600289894e-02,7.128489842600289894e-02
4.975269999999999726e+01,8.654127698141644842e-02,8.654127698141644842e-02,6.824185681166394790e-02,6.824185681166394790e-02
4.975280000000000058e+01,8.654105310909181170e-02,8.654105310909181170e-02,6.824148243602458364e-02,6.824148243602458364e-02
5.055740000000000123e+01,8.476239445943718753e-02,8.476239445943718753e-02,6.532899280402622300e-02,6.532899280402622300e-02
5.055760000000000076e+01,8.476193378614069185e-02,8.476193378614069185e-02,6.532828757695868793e-02,6.532828757695868793e-02
5.137510000000000332e+01,8.291913341377091240e-02,8.291913341377091240e-02,6.254102317386887877e-02,6.254102317386887877e-02
5.137530000000000285e+01,8.291866921089885434e-02,8.291866921089885434e-02,6.254035891325511465e-02,6.254035891325511465e-02
5.220609999999999928e+01,8.103859309991408300e-02,8.103859309991408300e-02,5.987233926246633003e-02,5.987233926246633003e-02
5.220620000000000260e+01,8.103835919993079839e-02,8.103835919993079839e-02,5.987202707626362169e-02,5.987202707626362169e-02
5.305049999999999955e+01,7.913641852325582760e-02,7.913641852325582760e-02,5.732363174988559795e-02,5.732363174988559795e-02
5.305060000000000286e+01,7.913618465893490495e-02,7.913618465893490495e-02,5.732333925721628393e-02,5.732333925721628393e-02
5.390849999999999653e+01,7.723157687861247067e-02,7.723157687861247067e-02,5.489694899281480356e-02,5.489694899281480356e-02
5.390870000000000317e+01,7.723112755171741839e-02,7.723112755171741839e-02,5.489639791395654889e-02,5.489639791395654889e-02
5.478040000000000020e+01,7.533529802278488008e-02,7.533529802278488008e-02,5.257411137477245588e-02,5.257411137477245588e-02
5.478059999999999974e+01,7.533485827876772178e-02,7.533485827876772178e-02,5.257359228393209544e-02,5.257359228393209544e-02
5.566649999999999920e+01,7.344890326463758556e-02,7.344890326463758556e-02,5.035031391492669761e-02,5.035031391492669761e-02
5.566669999999999874e+01,7.344847352789823924e-02,7.344847352789823924e-02,5.034982492355723205e-02,5.034982492355723205e-02
5.656680000000000064e+01,7.157581539977612983e-02,7.157581539977612983e-02,4.822180838272251135e-02,4.822180838272251135e-02
5.656700000000000017e+01,7.157539588311549739e-02,7.157539588311549739e-02,4.822134772227405775e-02,4.822134772227405775e-02
5.748169999999999646e+01,6.971802063194541821e-02,6.971802063194541821e-02,4.618433492600990120e-02,4.618433492600990120e-02
5.748199999999999932e+01,6.971740792371454443e-02,6.971740792371454443e-02,4.618368404124303939e-02,4.618368404124303939e-02
5.841149999999999665e+01,6.787626913612307411e-02,6.787626913612307411e-02,4.423368159900070706e-02,4.423368159900070706e-02
5.841170000000000329e+01,6.787587045720364087e-02,6.787587045720364087e-02,4.423327282254290588e-02,4.423327282254290588e-02
5.935620000000000118e+01,6.604390784041216933e-02,6.604390784041216933e-02,4.236651072405785146e-02,4.236651072405785146e-02
5.935640000000000072e+01,6.604349931447023314e-02,6.604349931447023314e-02,4.236613280722821562e-02,4.236613280722821562e-02
6.031629999999999825e+01,6.423698759781339140e-02,6.423698759781339140e-02,4.061244746625433666e-02,4.061244746625433666e-02
6.031649999999999778e+01,6.423661028103801185e-02,6.423661028103801185e-02,4.061209238707089164e-02,4.061209238707089164e-02
6.129180000000000206e+01,6.247416783399335066e-02,6.247416783399335066e-02,3.893782593717234897e-02,3.893782593717234897e-02
6.129209999999999781e+01,6.247362690327150359e-02,6.247362690327150359e-02,3.893732428929319589e-02,3.893732428929319589e-02
6.228320000000000078e+01,6.074877580522333037e-02,6.074877580522333037e-02,3.733470439318905404e-02,3.733470439318905404e-02
6.228340000000000032e+01,6.074842798360073626e-02,6.074842798360073626e-02,3.733438937517109812e-02,3.733438937517109812e-02
6.329059999999999775e+01,5.905985585273704902e-02,5.905985585273704902e-02,3.580047024382636972e-02,3.580047024382636972e-02
6.329079999999999728e+01,5.905952116584948369e-02,5.905952116584948369e-02,3.580017354956310793e-02,3.580017354956310793e-02
6.431419999999999959e+01,5.740975166496652821e-02,5.740975166496652821e-02,3.433207363794384126e-02,3.433207363794384126e-02
6.431449999999999534e+01,5.740927204065012640e-02,5.740927204065012640e-02,3.433165364885521625e-02,3.433165364885521625e-02
6.535450000000000159e+01,5.580619271584320168e-02,5.580619271584320168e-02,3.292373632869341482e-02,3.292373632869341482e-02
6.535469999999999402e+01,5.580590280636390371e-02,5.580590280636390371e-02,3.292346589315914285e-02,3.292346589315914285e-02
6.641150000000000375e+01,5.423287172795433070e-02,5.423287172795433070e-02,3.154158073587323002e-02,3.154158073587323002e-02
6.641179999999999950e+01,5.423242354448572916e-02,5.423242354448572916e-02,3.154119852953307657e-02,3.154119852953307657e-02
6.748569999999999425e+01,5.267626480386173454e-02,5.267626480386173454e-02,3.021810520949719941e-02,3.021810520949719941e-02
6.748590000000000089e+01,5.267597540468824113e-02,5.267597540468824113e-02,3.021786512966322460e-02,3.021786512966322460e-02
6.857720000000000482e+01,5.114852709754998117e-02,5.114852709754998117e-02,2.895105679164224760e-02,2.895105679164224760e-02
6.857750000000000057e+01,5.114810926850910100e-02,5.114810926850910100e-02,2.895071748845568643e-02,2.895071748845568643e-02
6.968640000000000612e+01,4.965992866027243297e-02,4.965992866027243297e-02,2.773779461580571509e-02,2.773779461580571509e-02
6.968670000000000186e+01,4.965954596104961427e-02,4.965954596104961427e-02,2.773746607837435096e-02,2.773746607837435096e-02
7.081350000000000477e+01,4.820778209156149213e-02,4.820778209156149213e-02,2.655092717733801080e-02,2.655092717733801080e-02
7.081380000000000052e+01,4.820741628083684976e-02,4.820741628083684976e-02,2.655061068039582181e-02,2.655061068039582181e-02
7.195879999999999654e+01,4.676671604690701284e-02,4.676671604690701284e-02,2.538361790669033460e-02,2.538361790669033460e-02
7.195910000000000650e+01,4.676633539675401074e-02,4.676633539675401074e-02,2.538332062943644829e-02,2.538332062943644829e-02
7.312269999999999470e+01,4.533221198187463441e-02,4.533221198187463441e-02,2.426781726741454592e-02,2.426781726741454592e-02
7.312300000000000466e+01,4.533184197572438789e-02,4.533184197572438789e-02,2.426753764072813596e-02,2.426753764072813596e-02
7.430540000000000589e+01,4.392351180010453660e-02,4.392351180010453660e-02,2.320133441359657420e-02,2.320133441359657420e-02
7.430570000000000164e+01,4.392317288822320670e-02,4.392317288822320670e-02,2.320106419641158879e-02,2.320106419641158879e-02
7.550719999999999743e+01,4.253400931064472285e-02,4.253400931064472285e-02,2.215419231450387397e-02,2.215419231450387397e-02
7.550759999999999650e+01,4.253355897820713244e-02,4.253355897820713244e-02,2.215384716558289890e-02,2.215384716558289890e-02
7.672849999999999682e+01,4.114098606763306326e-02,4.114098606763306326e-02,2.113465706872886402e-02,2.113465706872886402e-02
7.672889999999999588e+01,4.114052264255217695e-02,4.114052264255217695e-02,2.113433387518434681e-02,2.113433387518434681e-02
7.796949999999999648e+01,3.974243928794879421e-02,3.974243928794879421e-02,2.016450740535659369e-02,2.016450740535659369e-02
7.796989999999999554e+01,3.974198258797741884e-02,3.974198258797741884e-02,2.016420497282392019e-02,2.016420497282392019e-02
7.923059999999999548e+01,3.833431803693619633e-02,3.833431803693619633e-02,1.924215722529398764e-02,1.924215722529398764e-02
7.923099999999999454e+01,3.833382745543848641e-02,3.833382745543848641e-02,1.924189041349875021e-02,1.924189041349875021e-02
8.051210000000000377e+01,3.694448297750283633e-02,3.694448297750283633e-02,1.841532478765936856e-02,1.841532478765936856e-02
8.051250000000000284e+01,3.694405627825524119e-02,3.694405627825524119e-02,1.841507351498384779e-02,1.841507351498384779e-02
8.181430000000000291e+01,3.559359457997855747e-02,3.559359457997855747e-02,1.762398266388580381e-02,1.762398266388580381e-02
8.181470000000000198e+01,3.559318222446328228e-02,3.559318222446328228e-02,1.762374599764563246e-02,1.762374599764563246e-02
8.313760000000000616e+01,3.426152347489916372e-02,3.426152347489916372e-02,1.686665403420736439e-02,1.686665403420736439e-02
8.313800000000000523e+01,3.426112092264282233e-02,3.426112092264282233e-02,1.686643163380777827e-02,1.686643163380777827e-02
8.448229999999999507e+01,3.293593121698699250e-02,3.293593121698699250e-02,1.614343716530622017e-02,1.614343716530622017e-02
8.448269999999999413e+01,3.293551836017617751e-02,3.293551836017617751e-02,1.614323561841374960e-02,1.614323561841374960e-02
8.584869999999999379e+01,3.162495666858550214e-02,3.162495666858550214e-02,1.547750443029664164e-02,1.547750443029664164e-02
8.584910000000000707e+01,3.162457672004158338e-02,3.162457672004158338e-02,1.547731449573053197e-02,1.547731449573053197e-02
8.723730000000000473e+01,3.033368357824859501e-02,3.033368357824859501e-02,1.483968278076643749e-02,1.483968278076643749e-02
8.723770000000000380e+01,3.033331272777281887e-02,3.033331272777281887e-02,1.483950377071676686e-02,1.483950377071676686e-02
8.864830000000000609e+01,2.904741381856462690e-02,2.904741381856462690e-02,1.422889259266331072e-02,1.422889259266331072e-02
8.864870000000000516e+01,2.904704889458993231e-02,2.904704889458993231e-02,1.422872388983991397e-02,1.422872388983991397e-02
9.008209999999999695e+01,2.775433309615861835e-02,2.775433309615861835e-02,1.364394282242397706e-02,1.364394282242397706e-02
9.008249999999999602e+01,2.775396827340213118e-02,2.775396827340213118e-02,1.364378469764876076e-02,1.364378469764876076e-02
9.153910000000000480e+01,2.644061219772044988e-02,2.644061219772044988e-02,1.308681949263963175e-02,1.308681949263963175e-02
9.153950000000000387e+01,2.644024347405137323e-02,2.644024347405137323e-02,1.308667223182667129e-02,1.308667223182667129e-02
9.301970000000000027e+01,2.509023912393297528e-02,2.509023912393297528e-02,1.255954876587306833e-02,1.255954876587306833e-02
9.302009999999999934e+01,2.508986758676452766e-02,2.508986758676452766e-02,1.255941002390122997e-02,1.255941002390122997e-02
9.452419999999999334e+01,2.367068336157458763e-02,2.367068336157458763e-02,1.205472206525098552e-02,1.205472206525098552e-02
9.452460000000000662e+01,2.367029235690067818e-02,2.367029235690067818e-02,1.205459133834741944e-02,1.205459133834741944e-02
9.605299999999999727e+01,2.211093696408108350e-02,2.211093696408108350e-02,1.157143436182733916e-02,1.157143436182733916e-02
9.605349999999999966e+01,2.211038924814454423e-02,2.211038924814454423e-02,1.157128159387347047e-02,1.157128159387347047e-02
9.760660000000000025e+01,2.023765683730508261e-02,2.023765683730508261e-02,1.111221500732877815e-02,1.111221500732877815e-02
9.760710000000000264e+01,2.023696628632506295e-02,2.023696628632506295e-02,1.111207584291531297e-02,1.111207584291531297e-02
9.918529999999999802e+01,1.722680985222689587e-02,1.722680985222689587e-02,1.066850640260581795e-02,1.066850640260581795e-02
9.918580000000000041e+01,1.722531038305717341e-02,1.722531038305717341e-02,1.066836968234273660e-02,1.066836968234273660e-02
9.950000000000000000e+01,1.600637474094828219e-02,1.600637474094828219e-02,1.057422920947261383e-02,1.057422920947261383e-02
9.952400000000000091e+01,1.587363264438582805e-02,1.587363264438582805e-02,1.055795777186014674e-02,1.055795777186014674e-02
