Energy DeltaPerp DeltaPara BetaPerp BetaPara
2.878671231231230081e+02 -9.817157739998106161e-04 -1.761862739974713338e-03 1.450099303011167856e-03 1.493709200955289267e-03
2.879371941941939781e+02 -1.147186897422414935e-03 -2.094029993035953236e-03 1.534201221698253082e-03 1.655457956542271108e-03
2.880072652652650049e+02 -1.351040575487364977e-03 -2.489945442687775245e-03 1.712312645572352859e-03 2.001586980388938945e-03
2.880773363363359749e+02 -1.542416536591257117e-03 -2.847528354542641985e-03 2.032529146469637567e-03 2.624632147734602770e-03
2.881474074074070018e+02 -1.629440791023358372e-03 -2.983365795956513782e-03 2.510179238775327171e-03 3.550022521731146900e-03
2.882174784784779717e+02 -1.509397240034747066e-03 -2.694414636652864986e-03 3.086459460528971892e-03 4.653289092362030907e-03
2.882875495495489986e+02 -1.131202515954700394e-03 -1.884488943860386902e-03 3.621537132007579540e-03 5.647161679435716390e-03
2.883576206206200254e+02 -5.485116564245265044e-04 -6.716331301418879737e-04 3.952367371776106461e-03 6.199271377012233186e-03
2.884276916916909954e+02 8.935774537828477507e-05 6.303446217299658177e-04 3.988111488710614425e-03 6.126365539969448430e-03
2.884977627627620222e+02 6.169268664452619549e-04 1.673236585764009384e-03 3.768859068451464386e-03 5.514751024251065593e-03
2.885678338338329922e+02 9.440279966985644540e-04 2.261809676765044654e-03 3.432070989492625596e-03 4.655161762317047702e-03
2.886379049049040191e+02 1.087904802721879633e-03 2.423599474334091775e-03 3.118869308748892580e-03 3.854031755557027917e-03
2.887079759759760123e+02 1.132032643180904199e-03 2.330973638017497414e-03 2.898665783702570210e-03 3.277798457559621004e-03
2.887780470470469822e+02 1.157965111710243002e-03 2.165844144523795811e-03 2.760695824978479269e-03 2.928453491926244663e-03
2.888481181181180091e+02 1.203577864037115022e-03 2.032608872519071734e-03 2.655557887222726506e-03 2.719245773945347822e-03
2.889181891891889791e+02 1.263186753381421393e-03 1.951130419876874293e-03 2.540624072499178109e-03 2.561369125747658352e-03
2.889882602602600059e+02 1.310990833180177787e-03 1.895315364144596485e-03 2.400954186230740747e-03 2.406751884036672368e-03
2.890583313313309759e+02 1.323995299334295101e-03 1.832788802842552980e-03 2.246301824491073098e-03 2.247692032854016302e-03
2.891284024024020027e+02 1.293197925303076834e-03 1.745329532629459526e-03 2.097836303059390575e-03 2.098122317167088607e-03
2.891984734734729727e+02 1.223767221809322599e-03 1.631683425561385051e-03 1.975776076975900748e-03 1.975826524028374484e-03
2.892685445445439996e+02 1.129742489880807780e-03 1.501929930620655345e-03 1.892755688152579713e-03 1.892763327934205830e-03
2.893386156156150264e+02 1.027732136499030779e-03 1.370271679747227635e-03 1.852030923414685164e-03 1.852031916095046252e-03
2.894086866866859964e+02 9.322364539600878604e-04 1.249684010305233267e-03 1.849599378203728916e-03 1.849599488871491631e-03
2.894787577577570232e+02 8.535207955943382128e-04 1.149407881632927547e-03 1.877198132128033835e-03 1.877198142713648252e-03
2.895488288288279932e+02 7.973187714918406662e-04 1.074453125404685070e-03 1.925022767926509682e-03 1.925022768795244454e-03
2.896188998998990201e+02 7.655397375904397653e-04 1.026197885196568132e-03 1.983491442464023740e-03 1.983491442525200932e-03
2.896889709709710132e+02 7.572038476073473948e-04 1.003261143513193166e-03 2.044137414104825207e-03 2.044137414108537516e-03
2.897590420420419832e+02 7.692238534827501627e-04 1.002245825932764371e-03 2.100003778159306115e-03 2.100003778159491297e-03
2.898291131131130101e+02 7.969986769498696834e-04 1.018307142444348180e-03 2.145881072728117889e-03 2.145881072728117889e-03
2.898991841841839801e+02 8.349513891364842210e-04 1.045673464650888297e-03 2.178532600126608081e-03 2.178532600126608081e-03
2.899692552552550069e+02 8.771467605496775788e-04 1.078251927383925635e-03 2.196879562798511459e-03 2.196879562798511459e-03
2.900393263263259769e+02 9.179952118257348045e-04 1.110323823818275182e-03 2.201994049131021387e-03 2.201994049131021387e-03
2.901093973973970037e+02 9.530113605744202840e-04 1.137296897511618507e-03 2.196889708797972619e-03 2.196889708797972619e-03
2.901794684684679737e+02 9.794780516000529957e-04 1.156364717283042860e-03 2.185906987318930652e-03 2.185906987318930652e-03
2.902495395395390005e+02 9.968208568570677622e-04 1.166877657491827884e-03 2.173862898548695015e-03 2.173862898548695015e-03
2.903196106106100274e+02 1.006586057836091888e-03 1.170318182114391111e-03 2.165040222131617807e-03 2.165040222131617807e-03
2.903896816816809974e+02 1.011934951113200708e-03 1.169793055779338314e-03 2.162244342023402887e-03 2.162244342023402887e-03
2.904597527527520242e+02 1.016712189062820649e-03 1.169100040308132006e-03 2.166202356178874907e-03 2.166202356178874907e-03
2.905298238238229942e+02 1.024312874580132369e-03 1.171593685574378804e-03 2.175541305372534571e-03 2.175541305372534571e-03
2.905998948948940210e+02 1.036703350129050032e-03 1.179205074902344753e-03 2.187416798390190084e-03 2.187416798390190084e-03
2.906699659659660142e+02 1.053956368536778992e-03 1.191976153347268450e-03 2.198614307598775221e-03 2.198614307598775221e-03
2.907400370370369842e+02 1.074488645438515314e-03 1.208296594631518483e-03 2.206708352724782909e-03 2.206708352724782909e-03
2.908101081081080110e+02 1.095871251969833451e-03 1.225713632010684692e-03 2.210801931620152202e-03 2.210801931620152202e-03
2.908801791791789810e+02 1.115856977334362884e-03 1.241958957268542900e-03 2.211619769645597859e-03 2.211619769645597859e-03
2.909502502502500079e+02 1.133175781972193099e-03 1.255743788974243713e-03 2.210932073269688148e-03 2.210932073269688148e-03
2.910203213213209779e+02 1.147798041633522588e-03 1.267021795076415415e-03 2.210707617759065380e-03 2.210707617759065380e-03
2.910903923923920047e+02 1.160682580667503567e-03 1.276736856225856379e-03 2.212381238396185848e-03 2.212381238396185848e-03
2.911604634634629747e+02 1.173232849691556012e-03 1.286279015553034319e-03 2.216504004765926152e-03 2.216504004765926152e-03
2.912305345345340015e+02 1.186757317529016191e-03 1.296944677310229999e-03 2.222804089681433819e-03 2.222804089681433819e-03
2.913006056056050284e+02 1.202135819623304999e-03 1.309602790575045521e-03 2.230497085410251910e-03 2.230497085410251910e-03
2.913706766766759984e+02 1.219737008173094397e-03 1.324612158436164547e-03 2.238641752772048670e-03 2.238641752772048670e-03
2.914407477477470252e+02 1.239513710499957292e-03 1.341916675244581025e-03 2.246397093069158520e-03 2.246397093069158520e-03
2.915108188188179952e+02 1.261170364037173062e-03 1.361212657129002353e-03 2.253143769001426759e-03 2.253143769001426759e-03
2.915808898898890220e+02 1.284306342470438759e-03 1.382092077694470995e-03 2.258479888448048940e-03 2.258479888448048940e-03
2.916509609609610152e+02 1.308512662023697103e-03 1.404139195726588143e-03 2.262192797432304760e-03 2.262192797432304760e-03
2.917210320320319852e+02 1.333422146857335226e-03 1.426980652101213090e-03 2.264187148511849924e-03 2.264187148511849924e-03
2.917911031031030120e+02 1.358717469042367183e-03 1.450293449871289161e-03 2.264442101767529057e-03 2.264442101767529057e-03
2.918611741741739820e+02 1.384127357961979689e-03 1.473801111141026347e-03 2.262979992774827656e-03 2.262979992774827656e-03
2.919312452452450088e+02 1.409417556403061910e-03 1.497264586959944728e-03 2.259850214662801737e-03 2.259850214662801737e-03
2.920013163163159788e+02 1.434383142856504199e-03 1.520474538878466546e-03 2.255120658301659059e-03 2.255120658301659059e-03
2.920713873873870057e+02 1.458843045865956464e-03 1.543245817263214949e-03 2.248873613507156293e-03 2.248873613507156293e-03
2.921414584584579757e+02 1.482636665615006972e-03 1.565414050939693000e-03 2.241203451123094815e-03 2.241203451123094815e-03
2.922115295295290025e+02 1.505622108053848935e-03 1.586833852935781199e-03 2.232215207702090403e-03 2.232215207702090403e-03
2.922816006005999725e+02 1.527675880598150428e-03 1.607378490887502540e-03 2.222022879801047700e-03 2.222022879801047700e-03
2.923516716716709993e+02 1.548686875553292050e-03 1.626933847896293653e-03 2.210743604892431539e-03 2.210743604892431539e-03
2.924217427427420262e+02 1.568564325172234564e-03 1.645406357387183948e-03 2.198515554421615666e-03 2.198515554421615666e-03
2.924918138138129962e+02 1.587237337345030839e-03 1.662722520695048001e-03 2.185466951003777521e-03 2.185466951003777521e-03
2.925618848848840230e+02 1.604646992884728582e-03 1.678820988084451637e-03 2.171734860622821089e-03 2.171734860622821089e-03
2.926319559559560162e+02 1.620751524131281481e-03 1.693657722721419057e-03 2.157457498012967448e-03 2.157457498012967448e-03
2.927020270270269862e+02 1.635524639748234818e-03 1.707204312266899981e-03 2.142773416399872208e-03 2.142773416399872208e-03
2.927720980980980130e+02 1.648955377693845942e-03 1.719447809931164053e-03 2.127820264210420354e-03 2.127820264210420354e-03
2.928421691691689830e+02 1.661047361710431703e-03 1.730389980172787265e-03 2.112732663745790079e-03 2.112732663745790079e-03
2.929122402402400098e+02 1.671818143332587598e-03 1.740046630935497725e-03 2.097641701422401847e-03 2.097641701422401847e-03
2.929823113113109798e+02 1.681298616407774340e-03 1.748447019290378952e-03 2.082672895526339971e-03 2.082672895526339971e-03
2.930523823823820067e+02 1.689532799805583407e-03 1.755633626078206572e-03 2.067945319784997814e-03 2.067945319784997814e-03
2.931224534534529766e+02 1.696570113604094774e-03 1.761654424747796698e-03 2.053564678120799441e-03 2.053564678120799441e-03
2.931925245245240035e+02 1.702474687160647872e-03 1.766572182728599070e-03 2.039646793021703854e-03 2.039646793021703854e-03
2.932625955955949735e+02 1.707323843354183971e-03 1.770462939551738918e-03 2.026279396150649798e-03 2.026279396150649798e-03
2.933326666666660003e+02 1.711196704494590817e-03 1.773404607168796486e-03 2.013546943016014407e-03 2.013546943016014407e-03
2.934027377377370271e+02 1.714180150787736941e-03 1.775482923289728411e-03 2.001523574796215243e-03 2.001523574796215243e-03
2.934728088088079971e+02 1.716366380361047115e-03 1.776789006715143171e-03 1.990272631506713637e-03 1.990272631506713637e-03
2.935428798798790240e+02 1.717851523754338784e-03 1.777417967513633332e-03 1.979846642987434513e-03 1.979846642987434513e-03
2.936129509509510171e+02 1.718734461680287940e-03 1.777467720821219142e-03 1.970287230653841332e-03 1.970287230653841332e-03
2.936830220220219871e+02 1.719115713943523450e-03 1.777037872111388072e-03 1.961625198933664074e-03 1.961625198933664074e-03
2.937530930930930140e+02 1.719096180228376746e-03 1.776228454626359917e-03 1.953880426060683548e-03 1.953880426060683548e-03
2.938231641641639840e+02 1.718776433410637875e-03 1.775139219589663307e-03 1.947062611171328662e-03 1.947062611171328662e-03
2.938932352352350108e+02 1.718253210444454712e-03 1.773866124231015043e-03 1.941169060430242808e-03 1.941169060430242808e-03
2.939633063063059808e+02 1.717622407349513091e-03 1.772504324134060354e-03 1.936194680220280949e-03 1.936194680220280949e-03
2.940333773773770076e+02 1.716978040288050754e-03 1.771147131861712564e-03 1.932117981415659149e-03 1.932117981415659149e-03
2.941034484484479776e+02 1.716407398940746412e-03 1.769881168071727384e-03 1.928911603400868717e-03 1.928911603400868717e-03
2.941735195195190045e+02 1.715993336902604197e-03 1.768788649809587303e-03 1.926540807831019332e-03 1.926540807831019332e-03
2.942435905905899745e+02 1.715813205583358774e-03 1.767946322460990909e-03 1.924963613431070067e-03 1.924963613431070067e-03
2.943136616616610013e+02 1.715938160355180491e-03 1.767424764090498850e-03 1.924132055307305016e-03 1.924132055307305016e-03
2.943837327327320281e+02 1.716432992778802466e-03 1.767288215984061037e-03 1.923992931177179655e-03 1.923992931177179655e-03
2.944538038038029981e+02 1.717355837648109783e-03 1.767594288129469872e-03 1.924488373904856752e-03 1.924488373904856752e-03
2.945238748748740250e+02 1.718757754792719005e-03 1.768393539559502377e-03 1.925556588729624872e-03 1.925556588729624872e-03
2.945939459459460181e+02 1.720682489050650524e-03 1.769729236967373508e-03 1.927132970888161771e-03 1.927132970888161771e-03
2.946640170170169881e+02 1.723167672911995497e-03 1.771638556081142147e-03 1.929151632635281661e-03 1.929151632635281661e-03
2.947340880880880150e+02 1.726243071984686793e-03 1.774150825949011821e-03 1.931542084493661484e-03 1.931542084493661484e-03
2.948041591591589849e+02 1.729930778733270325e-03 1.777287721570282482e-03 1.934236184915161293e-03 1.934236184915161293e-03
2.948742302302300118e+02 1.734246963010202232e-03 1.781065013393458513e-03 1.937164390573092648e-03 1.937164390573092648e-03
2.949443013013009818e+02 1.739200887101718246e-03 1.785491581396876333e-03 1.940257770682723070e-03 1.940257770682723070e-03
2.950143723723720086e+02 1.744795402836545961e-03 1.790569911289057337e-03 1.943448396618818698e-03 1.943448396618818698e-03
2.950844434434429786e+02 1.751027379611805150e-03 1.796296521687971428e-03 1.946670092035000235e-03 1.946670092035000235e-03
2.951545145145140054e+02 1.757887888166631682e-03 1.802662147098557091e-03 1.949858383744808559e-03 1.949858383744808559e-03
2.952245855855849754e+02 1.765362616528675472e-03 1.809652153112578958e-03 1.952951661795185355e-03 1.952951661795185355e-03
2.952946566566560023e+02 1.773432297810923191e-03 1.817246963502751767e-03 1.955890833522528401e-03 1.955890833522528401e-03
2.953647277277269723e+02 1.782073013496974492e-03 1.825422362853387683e-03 1.958620245810551493e-03 1.958620245810551493e-03
2.954347987987979991e+02 1.791256552149556296e-03 1.834149854644235786e-03 1.961087554958464412e-03 1.961087554958464412e-03
2.955048698698690259e+02 1.800951831059964623e-03 1.843398082321884984e-03 1.963245146684691918e-03 1.963245146684691918e-03
2.955749409409410191e+02 1.811123670808447838e-03 1.853131603307675351e-03 1.965046289181439018e-03 1.965046289181439018e-03
2.956450120120119891e+02 1.821733350688576995e-03 1.863311443909162774e-03 1.966451477902011937e-03 1.966451477902011937e-03
2.957150830830830159e+02 1.832740634971954377e-03 1.873897125094662513e-03 1.967424126208466156e-03 1.967424126208466156e-03
2.957851541541539859e+02 1.844102862906888980e-03 1.884845752034961224e-03 1.967931905473733339e-03 1.967931905473733339e-03
2.958552252252250128e+02 1.855775799019720443e-03 1.896112863969191039e-03 1.967947034905509311e-03 1.967947034905509311e-03
2.959252962962959828e+02 1.867713879208083953e-03 1.907652679891167586e-03 1.967445611328502101e-03 1.967445611328502101e-03
2.959953673673670096e+02 1.879870736153795106e-03 1.919418623573965459e-03 1.966408471432738551e-03 1.966408471432738551e-03
2.960654384384379796e+02 1.892199328349150394e-03 1.931363452231439539e-03 1.964819860339495419e-03 1.964819860339495419e-03
2.961355095095090064e+02 1.904652285296413181e-03 1.943439601374559239e-03 1.962668931506618680e-03 1.962668931506618680e-03
2.962055805805799764e+02 1.917182831907821407e-03 1.955600108879713018e-03 1.959948464524507820e-03 1.959948464524507820e-03
2.962756516516510032e+02 1.929743055719990510e-03 1.967796881899361652e-03 1.956653674148844425e-03 1.956653674148844425e-03
2.963457227227219732e+02 1.942286719978934427e-03 1.979983509649372881e-03 1.952788072344418657e-03 1.952788072344418657e-03
2.964157937937930001e+02 1.954769658939043819e-03 1.992115658433221172e-03 1.948354491968012350e-03 1.948354491968012350e-03
2.964858648648640269e+02 1.967147599473912604e-03 2.004148892987397002e-03 1.943360617092769124e-03 1.943360617092769124e-03
2.965559359359360201e+02 1.979377924743520086e-03 2.016040439901686451e-03 1.937817361972505020e-03 1.937817361972505020e-03
2.966260070070069901e+02 1.991419620230028709e-03 2.027749133416079097e-03 1.931738777137871534e-03 1.931738777137871534e-03
2.966960780780780169e+02 2.003233571268482702e-03 2.039235712727273820e-03 1.925141931488704968e-03 1.925141931488704968e-03
2.967661491491489869e+02 2.014782623933465341e-03 2.050462882661027893e-03 1.918046398256690070e-03 1.918046398256690070e-03
2.968362202202200137e+02 2.026031859165116841e-03 2.061395587596170659e-03 1.910474536505692633e-03 1.910474536505692633e-03
2.969062912912909837e+02 2.036948593978237920e-03 2.072001012481164937e-03 1.902450516232211467e-03 1.902450516232211467e-03
2.969763623623620106e+02 2.047503231382463967e-03 2.082249432569170580e-03 1.894001193326805711e-03 1.894001193326805711e-03
2.970464334334329806e+02 2.057665263356598002e-03 2.092110216219744256e-03 1.885151038622822012e-03 1.885151038622822012e-03
2.971165045045040074e+02 2.067409302989300837e-03 2.101557856871378097e-03 1.875937684892283559e-03 1.875937684892283559e-03
2.971865755755749774e+02 2.076715362675933367e-03 2.110572251082043840e-03 1.866388909628076713e-03 1.866388909628076713e-03
2.972566466466460042e+02 2.085562686669623945e-03 2.119132530927944971e-03 1.856537461236281491e-03 1.856537461236281491e-03
2.973267177177169742e+02 2.093933961122124675e-03 2.127221273902183372e-03 1.846416998645669877e-03 1.846416998645669877e-03
2.973967887887880011e+02 2.101814570300595403e-03 2.134823758994138475e-03 1.836061873550839897e-03 1.836061873550839897e-03
2.974668598598590279e+02 2.109192746822454324e-03 2.141928116793380930e-03 1.825507285836947729e-03 1.825507285836947729e-03
2.975369309309310211e+02 2.116059476538202123e-03 2.148525234249243354e-03 1.814788434700191980e-03 1.814788434700191980e-03
2.976070020020019911e+02 2.122408427914110936e-03 2.154608683932651529e-03 1.803940963727525704e-03 1.803940963727525704e-03
2.976770730730730179e+02 2.128236104110458032e-03 2.160174876003125456e-03 1.793000305580164794e-03 1.793000305580164794e-03
2.977471441441439879e+02 2.133542441174491027e-03 2.165223656290755222e-03 1.782001686448737550e-03 1.782001686448737550e-03
2.978172152152150147e+02 2.138325503902295706e-03 2.169753002057781422e-03 1.770975216287646150e-03 1.770975216287646150e-03
2.978872862862859847e+02 2.142589271178450220e-03 2.173766807236551628e-03 1.759964660431828296e-03 1.759964660431828296e-03
2.979573573573570116e+02 2.146343513589064715e-03 2.177274759949546310e-03 1.748998744574415884e-03 1.748998744574415884e-03
2.980274284284279815e+02 2.149595839344630929e-03 2.180284388341110352e-03 1.738110025064756436e-03 1.738110025064756436e-03
2.980974994994990084e+02 2.152356948128294860e-03 2.182806314339473096e-03 1.727330064152941217e-03 1.727330064152941217e-03
2.981675705705699784e+02 2.154639734782003331e-03 2.184853357259290349e-03 1.716689171532043102e-03 1.716689171532043102e-03
2.982376416416410052e+02 2.156459060092651234e-03 2.186440304510352262e-03 1.706216336125034256e-03 1.706216336125034256e-03
2.983077127127119752e+02 2.157831636409059377e-03 2.187583797136455257e-03 1.695939133555279723e-03 1.695939133555279723e-03
2.983777837837830020e+02 2.158775943032077271e-03 2.188302245133801754e-03 1.685883603505460883e-03 1.685883603505460883e-03
2.984478548548539720e+02 2.159311943964553789e-03 2.188615545131945752e-03 1.676073980207727849e-03 1.676073980207727849e-03
2.985179259259260220e+02 2.159461137389043824e-03 2.188545129803369082e-03 1.666533113810354577e-03 1.666533113810354577e-03
2.985879969969969920e+02 2.159247088488381108e-03 2.188114500621012645e-03 1.657281790031218428e-03 1.657281790031218428e-03
2.986580680680680189e+02 2.158690883385090773e-03 2.187344681735634445e-03 1.648335250696015934e-03 1.648335250696015934e-03
2.987281391391389889e+02 2.157817345358149872e-03 2.186260436134914407e-03 1.639718218439761583e-03 1.639718218439761583e-03
2.987982102102100157e+02 2.156654917255932703e-03 2.184890147997678445e-03 1.631442110867452897e-03 1.631442110867452897e-03
2.988682812812809857e+02 2.155229084533649437e-03 2.183259245679229459e-03 1.623519942857696565e-03 1.623519942857696565e-03
2.989383523523520125e+02 2.153566528017088373e-03 2.181394354421848335e-03 1.615963068612373370e-03 1.615963068612373370e-03
2.990084234234229825e+02 2.151694574861742846e-03 2.179322747263675881e-03 1.608780791524143513e-03 1.608780791524143513e-03
2.990784944944940094e+02 2.149640738475544575e-03 2.177071884914450351e-03 1.601980196514071753e-03 1.601980196514071753e-03
2.991485655655649794e+02 2.147432532399116446e-03 2.174669229588652945e-03 1.595566604864117428e-03 1.595566604864117428e-03
2.992186366366360062e+02 2.145097611578579335e-03 2.172142386234078744e-03 1.589543529117859672e-03 1.589543529117859672e-03
2.992887077077069762e+02 2.142663545007365573e-03 2.169518875132078403e-03 1.583912316939878892e-03 1.583912316939878892e-03
2.993587787787780030e+02 2.140157856573107319e-03 2.166826172700577098e-03 1.578672506300213057e-03 1.578672506300213057e-03
2.994288498498489730e+02 2.137605782507869152e-03 2.164089468908818141e-03 1.573819935916296675e-03 1.573819935916296675e-03
2.994989209209199998e+02 2.135033664734679350e-03 2.161335060582188911e-03 1.569354824130921077e-03 1.569354824130921077e-03
2.995689919919919930e+02 2.132468590807742349e-03 2.158589991307350697e-03 1.565269255436588323e-03 1.565269255436588323e-03
2.996390630630630199e+02 2.129934942384724937e-03 2.155878599871037787e-03 1.561556015141459235e-03 1.561556015141459235e-03
2.997091341341339898e+02 2.127456657936435160e-03 2.153224782932644521e-03 1.558206155476699788e-03 1.558206155476699788e-03
2.997792052052050167e+02 2.125056745622326201e-03 2.150651507869615238e-03 1.555209439997389973e-03 1.555209439997389973e-03
2.998492762762759867e+02 2.122757298669869942e-03 2.148180828123633437e-03 1.552554232363197520e-03 1.552554232363197520e-03
2.999193473473470135e+02 2.120579344787225720e-03 2.145833732584371406e-03 1.550227551831036537e-03 1.550227551831036537e-03
2.999894184184179835e+02 2.118542691322733602e-03 2.143629990719473667e-03 1.548215173214446830e-03 1.548215173214446830e-03
3.000594894894890103e+02 2.116665954148060254e-03 2.141588181428566440e-03 1.546501929109421816e-03 1.546501929109421816e-03
3.001295605605599803e+02 2.114966631463445577e-03 2.139725766823000804e-03 1.545071566503372715e-03 1.545071566503372715e-03
3.001996316316310072e+02 2.113460427079901557e-03 2.138058415480269085e-03 1.543906444476538745e-03 1.543906444476538745e-03
3.002697027027019772e+02 2.112162068515111880e-03 2.136600820515754950e-03 1.542989630074094931e-03 1.542989630074094931e-03
3.003397737737730040e+02 2.111085264453616082e-03 2.135366657018377724e-03 1.542301967816386322e-03 1.542301967816386322e-03
3.004098448448439740e+02 2.110241864397728422e-03 2.134367741677180037e-03 1.541824218920409594e-03 1.541824218920409594e-03
3.004799159159150008e+02 2.109642344944793330e-03 2.133614519037508109e-03 1.541536575655721259e-03 1.541536575655721259e-03
3.005499869869869940e+02 2.109295768838669993e-03 2.133116020528466519e-03 1.541418982499033648e-03 1.541418982499033648e-03
3.006200580580580208e+02 2.109209832441239548e-03 2.132879911916255467e-03 1.541451011664110105e-03 1.541451011664110105e-03
3.006901291291289908e+02 2.109390762123335410e-03 2.132912389670854007e-03 1.541612004230849759e-03 1.541612004230849759e-03
3.007602002002000177e+02 2.109843400090544597e-03 2.133218266775738746e-03 1.541881295733311908e-03 1.541881295733311908e-03
3.008302712712709877e+02 2.110571157615943622e-03 2.133800925938955217e-03 1.542238059465511537e-03 1.542238059465511537e-03
3.009003423423420145e+02 2.111576026236718084e-03 2.134662330772388924e-03 1.542661743215593311e-03 1.542661743215593311e-03
3.009704134134129845e+02 2.112858946896896840e-03 2.135803394917006135e-03 1.543132077043315314e-03 1.543132077043315314e-03
3.010404844844840113e+02 2.114419316501017863e-03 2.137223488578791734e-03 1.543628292043650778e-03 1.543628292043650778e-03
3.011105555555549813e+02 2.116255081246870388e-03 2.138920531844316734e-03 1.544130735047054585e-03 1.544130735047054585e-03
3.011806266266260081e+02 2.118363166319329246e-03 2.140891424360537396e-03 1.544619857346984535e-03 1.544619857346984535e-03
3.012506976976969781e+02 2.120739275054135241e-03 2.143131844480093001e-03 1.545076681440301801e-03 1.545076681440301801e-03
3.013207687687680050e+02 2.123378006818736098e-03 2.145636367129416088e-03 1.545482696565851806e-03 1.545482696565851806e-03
3.013908398398389750e+02 2.126272830223267536e-03 2.148398437004119237e-03 1.545819964276547859e-03 1.545819964276547859e-03
3.014609109109100018e+02 2.129416126009508244e-03 2.151410411443309412e-03 1.546071234013118335e-03 1.546071234013118335e-03
3.015309819819819950e+02 2.132799342481175690e-03 2.154663715848126240e-03 1.546220087571392038e-03 1.546220087571392038e-03
3.016010530530530218e+02 2.136413102653021267e-03 2.158148950814935390e-03 1.546250800191202677e-03 1.546250800191202677e-03
3.016711241241239918e+02 2.140247063498496461e-03 2.161855751373693152e-03 1.546148298327359571e-03 1.546148298327359571e-03
3.017411951951950186e+02 2.144290147385568245e-03 2.165773018406864318e-03 1.545898659729164721e-03 1.545898659729164721e-03
3.018112662662659886e+02 2.148530445705730627e-03 2.169888822271073738e-03 1.545488419996696302e-03 1.545488419996696302e-03
3.018813373373370155e+02 2.152955446813027349e-03 2.174190630720719900e-03 1.544905672755837213e-03 1.544905672755837213e-03
3.019514084084079855e+02 2.157552164633471867e-03 2.178665437508444606e-03 1.544138888359169451e-03 1.544138888359169451e-03
3.020214794794790123e+02 2.162306945008629199e-03 2.183299568716963804e-03 1.543177791803433544e-03 1.543177791803433544e-03
3.020915505505499823e+02 2.167205780433981502e-03 2.188078997486310982e-03 1.542013033788283433e-03 1.542013033788283433e-03
3.021616216216210091e+02 2.172234218342383120e-03 2.192989252288284670e-03 1.540636172602287022e-03 1.540636172602287022e-03
3.022316926926919791e+02 2.177377484360110485e-03 2.198015540171253425e-03 1.539039919606422120e-03 1.539039919606422120e-03
3.023017637637630060e+02 2.182620610558429469e-03 2.203142875003564777e-03 1.537217918421161181e-03 1.537217918421161181e-03
3.023718348348339759e+02 2.187948408052561682e-03 2.208356050061149097e-03 1.535164796934741609e-03 1.535164796934741609e-03
3.024419059059050028e+02 2.193345598495322502e-03 2.213639769514402604e-03 1.532876262540542982e-03 1.532876262540542982e-03
3.025119769769769960e+02 2.198797145185664437e-03 2.218978979525521381e-03 1.530348986340875680e-03 1.530348986340875680e-03
3.025820480480480228e+02 2.204286734247987243e-03 2.224357349420494866e-03 1.527579207369353723e-03 1.527579207369353723e-03
3.026521191191189928e+02 2.209799053642298641e-03 2.229759550691243035e-03 1.524568210573592217e-03 1.524568210573592217e-03
3.027221901901900196e+02 2.215319784439192738e-03 2.235171248262337977e-03 1.521314125399181229e-03 1.521314125399181229e-03
3.027922612612609896e+02 2.220833638427644700e-03 2.240577138090706077e-03 1.517817680816472507e-03 1.517817680816472507e-03
3.028623323323320164e+02 2.226325864424753918e-03 2.245962453467496411e-03 1.514080141325507400e-03 1.514080141325507400e-03
3.029324034034029864e+02 2.231781944984623928e-03 2.251312661719769362e-03 1.510103854154200981e-03 1.510103854154200981e-03
3.030024744744740133e+02 2.237187774845695708e-03 2.256613642651438337e-03 1.505891926540317864e-03 1.505891926540317864e-03
3.030725455455449833e+02 2.242529604565090748e-03 2.261851632169737617e-03 1.501448241178383750e-03 1.501448241178383750e-03
3.031426166166160101e+02 2.247794056836933604e-03 2.267013238596860599e-03 1.496777455441777958e-03 1.496777455441777958e-03
3.032126876876869801e+02 2.252968333127329265e-03 2.272085649299299733e-03 1.491885125846979408e-03 1.491885125846979408e-03
3.032827587587580069e+02 2.258040591851549327e-03 2.277057008857117596e-03 1.486777298766228661e-03 1.486777298766228661e-03
3.033528298298289769e+02 2.262997362987844308e-03 2.281913833672855139e-03 1.481458484883013682e-03 1.481458484883013682e-03
3.034229009009000038e+02 2.267827288567616888e-03 2.286644752455239613e-03 1.475940509044624182e-03 1.475940509044624182e-03
3.034929719719719969e+02 2.272521289276227107e-03 2.291240672812810616e-03 1.470229260709564811e-03 1.470229260709564811e-03
3.035630430430430238e+02 2.277068930350806958e-03 2.295691147149531153e-03 1.464333183742805213e-03 1.464333183742805213e-03
3.036331141141139938e+02 2.281460682133253440e-03 2.299986633208518996e-03 1.458261076888050373e-03 1.458261076888050373e-03
3.037031851851850206e+02 2.285687677770971513e-03 2.304118251769409539e-03 1.452022407562095045e-03 1.452022407562095045e-03
3.037732562562559906e+02 2.289741856141640740e-03 2.308077929566632394e-03 1.445626992504028168e-03 1.445626992504028168e-03
3.038433273273270174e+02 2.293615827961442612e-03 2.311858265393876115e-03 1.439084878834068215e-03 1.439084878834068215e-03
3.039133983983979874e+02 2.297302957721878997e-03 2.315452612034726680e-03 1.432406525415777943e-03 1.432406525415777943e-03
3.039834694694690143e+02 2.300797299748663649e-03 2.318855012318134668e-03 1.425602373576625136e-03 1.425602373576625136e-03
3.040535405405399842e+02 2.304094152878322435e-03 2.322060753788489883e-03 1.418683373636214426e-03 1.418683373636214426e-03
